Filed,Document,Total Pages,case_number
4/18/2022,Proof of Personal Service,3,22NWLC08007
4/6/2022,Summons: on Complaint,1,22NWLC08007
4/6/2022,Complaint,3,22NWLC08007
4/6/2022,Civil Case Cover Sheet,6,22NWLC08007
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08007
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08007
8/22/2022,Acknowledgment of Satisfaction of Judgment,3,22NWLC08008
6/15/2022,Default Judgment,2,22NWLC08008
6/14/2022,Request for Entry of Default / Judgment,2,22NWLC08008
6/14/2022,Request for Dismissal,2,22NWLC08008
4/8/2022,Proof of Personal Service,3,22NWLC08008
4/5/2022,Summons: on Complaint,1,22NWLC08008
4/5/2022,Complaint,9,22NWLC08008
4/5/2022,Civil Case Cover Sheet,6,22NWLC08008
4/5/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08008
4/5/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08008
6/22/2023,Acknowledgment of Satisfaction of Judgment,1,22NWLC08009
6/22/2023,Proof of Service by Mail,1,22NWLC08009
5/31/2023,Writ - Return: COUNTY OF LOS ANGELES( UNSATISFIED ),3,22NWLC08009
3/9/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,22NWLC08009
3/9/2023,Writ of Execution: (LOS ANGELES),3,22NWLC08009
3/9/2023,Declaration : Waiver of Post Judgment Costs,1,22NWLC08009
9/12/2022,Notice : of Entry of Judgment,3,22NWLC08009
9/12/2022,Proof of Service by Mail,1,22NWLC08009
8/18/2022,Default Judgment,2,22NWLC08009
8/17/2022,Request for Entry of Default / Judgment,2,22NWLC08009
8/17/2022,Statement of the Case,1,22NWLC08009
8/17/2022,Declaration : Re Non Active Military Status,4,22NWLC08009
7/13/2022,Proof of Personal Service,3,22NWLC08009
4/6/2022,Complaint,3,22NWLC08009
4/6/2022,Summons: on Complaint,1,22NWLC08009
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08009
4/6/2022,Civil Case Cover Sheet,6,22NWLC08009
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08009
12/4/2023,Request for Dismissal,3,22NWLC08010
4/12/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1,22NWLC08010
5/23/2022,Declaration : of Non-Service,1,22NWLC08010
5/10/2022,Declaration : of Non-Service,1,22NWLC08010
4/11/2022,Declaration : of Non-Service,1,22NWLC08010
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08010
4/6/2022,Summons: on Complaint,1,22NWLC08010
4/6/2022,Complaint,31,22NWLC08010
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1,22NWLC08010
4/6/2022,Civil Case Cover Sheet,6,22NWLC08010
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08010
9/1/2022,Request for Dismissal,2,22NWLC08011
4/6/2022,Complaint,23,22NWLC08011
4/6/2022,Civil Case Cover Sheet,6,22NWLC08011
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08011
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08011
4/6/2022,Summons: on Complaint,1,22NWLC08011
2/23/2024,Writ of Execution: (Sacramento),3,22NWLC08012
2/20/2024,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,22NWLC08012
4/21/2023,Writ - Return: (County of Los Angeles),2,22NWLC08012
9/15/2022,Writ of Execution: (LOS ANGELES),3,22NWLC08012
9/15/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,22NWLC08012
6/8/2022,Declaration of Costs - CCP 1033,4,22NWLC08012
6/8/2022,Judgment,2,22NWLC08012
6/8/2022,Request for Dismissal,2,22NWLC08012
6/8/2022,Request for Entry of Default / Judgment,2,22NWLC08012
4/19/2022,Proof of Service by Substituted Service,3,22NWLC08012
4/6/2022,Summons: on Complaint,1,22NWLC08012
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08012
4/6/2022,Civil Case Cover Sheet,6,22NWLC08012
4/6/2022,Complaint,3,22NWLC08012
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08012
9/21/2022,Request for Dismissal,2,22NWLC08013
9/21/2022,Proof of Service by Mail,2,22NWLC08013
8/22/2022,Proof of Personal Service,3,22NWLC08013
4/27/2022,Declaration : of Non-Service,1,22NWLC08013
4/19/2022,Declaration : of Non-Service,1,22NWLC08013
4/6/2022,Summons: on Complaint,1,22NWLC08013
4/6/2022,Complaint,32,22NWLC08013
4/6/2022,Civil Case Cover Sheet,6,22NWLC08013
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08013
4/6/2022,Declaration : Re: Venue,2,22NWLC08013
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08013
1/31/2023,Abstract of Judgment - Civil and Small Claims,2,22NWLC08014
12/30/2022,Default Judgment,2,22NWLC08014
12/21/2022,Declaration : 1788,18,22NWLC08014
12/21/2022,Declaration : 1033,4,22NWLC08014
12/21/2022,Request for Dismissal,2,22NWLC08014
12/21/2022,Request for Entry of Default / Judgment,3,22NWLC08014
9/2/2022,Proof of Personal Service,3,22NWLC08014
5/25/2022,Declaration : of Non-Service,1,22NWLC08014
4/5/2022,Summons: on Complaint,1,22NWLC08014
4/5/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08014
4/5/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08014
4/5/2022,Civil Case Cover Sheet,6,22NWLC08014
4/5/2022,Complaint,14,22NWLC08014
4/28/2022,Request for Dismissal,2,22NWLC08015
4/6/2022,Summons: on Complaint,1,22NWLC08015
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08015
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08015
4/6/2022,Civil Case Cover Sheet,6,22NWLC08015
4/6/2022,Complaint,3,22NWLC08015
6/17/2022,Default Judgment,2,22NWLC08016
6/16/2022,Request for Entry of Default / Judgment,2,22NWLC08016
6/16/2022,Request for Dismissal,2,22NWLC08016
4/25/2022,Proof of Personal Service,3,22NWLC08016
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08016
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08016
4/6/2022,Summons: on Complaint,1,22NWLC08016
4/6/2022,Complaint,5,22NWLC08016
4/6/2022,Civil Case Cover Sheet,6,22NWLC08016
6/7/2024,Minute Order: Minute Order (Order to Show Cause Re: default judgment/possible sanctions),1,22NWLC08017
4/26/2024,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1,22NWLC08017
4/22/2024,Request for Entry of Default / Judgment,3,22NWLC08017
5/11/2023,Notice : of Order to Show Cause,1,22NWLC08017
5/11/2023,Proof of Service by Mail,2,22NWLC08017
4/12/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1,22NWLC08017
4/13/2022,Proof of Personal Service,3,22NWLC08017
4/6/2022,Summons: on Complaint,1,22NWLC08017
4/6/2022,Complaint,23,22NWLC08017
4/6/2022,Civil Case Cover Sheet,6,22NWLC08017
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08017
4/6/2022,Declaration : Re: Venue,2,22NWLC08017
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08017
2/22/2024,Writ - Return: Los Angeles County-Partial,3,22NWLC08018
8/15/2023,Certificate of Mailing for: (Hearing on Claim of Exemption/Third-Party Claim -WAGE GARNISH...) of 08/15/2023,1,22NWLC08018
8/15/2023,Order Determining Claim of Exemption,1,22NWLC08018
8/15/2023,Minute Order: (Hearing on Claim of Exemption/Third-Party Claim -WAGE GARNISH...),1,22NWLC08018
7/21/2023,Claim of Exemption: -Sheriff's Packet,9,22NWLC08018
7/18/2023,Notice of Hearing on Claim of Exemption or in lieu of Third-Party Claim,2,22NWLC08018
7/18/2023,Notice of Opposition to Claim of Exemption,3,22NWLC08018
4/18/2023,Writ of Execution: (Los Angeles),3,22NWLC08018
4/17/2023,Declaration : Waiver of Post Judgement Costs,1,22NWLC08018
4/17/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,22NWLC08018
7/13/2022,Notice : of Entry of Judgment,3,22NWLC08018
7/13/2022,Proof of Service by Mail,1,22NWLC08018
6/17/2022,Statement of the Case,1,22NWLC08018
6/17/2022,Default Judgment,2,22NWLC08018
6/17/2022,Request for Entry of Default / Judgment,2,22NWLC08018
6/17/2022,Declaration : Re Non Active Military Status,5,22NWLC08018
4/21/2022,Proof of Personal Service,3,22NWLC08018
4/6/2022,Summons: on Complaint,1,22NWLC08018
4/6/2022,Complaint,3,22NWLC08018
4/6/2022,Civil Case Cover Sheet,6,22NWLC08018
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08018
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08018
5/23/2022,Request for Dismissal,2,22NWLC08019
4/25/2022,Declaration : of Non-Service,1,22NWLC08019
4/6/2022,Summons: on Complaint,1,22NWLC08019
4/6/2022,Complaint,5,22NWLC08019
4/6/2022,Civil Case Cover Sheet,6,22NWLC08019
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08019
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08019
3/21/2024,Request for Dismissal,2,22NWLC08020
4/12/2023,Certificate of Mailing for: (Order to Show Cause Re: Failure to File Proof of Service and ...) of 04/12/2023,1,22NWLC08020
4/12/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1,22NWLC08020
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08020
4/6/2022,Summons: on Complaint,1,22NWLC08020
4/6/2022,Complaint,23,22NWLC08020
4/6/2022,Civil Case Cover Sheet,6,22NWLC08020
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08020
11/1/2023,Proof of Personal Service,1,22NWLC08021
10/11/2023,Writ of Execution: (LOS ANGELES),3,22NWLC08021
10/6/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,22NWLC08021
10/4/2022,Abstract of Judgment - Civil and Small Claims,2,22NWLC08021
8/20/2022,Default Judgment,2,22NWLC08021
8/16/2022,Request for Entry of Default / Judgment,3,22NWLC08021
8/16/2022,Declaration : 1788,20,22NWLC08021
8/16/2022,Declaration : 1033,4,22NWLC08021
8/16/2022,Request for Dismissal,2,22NWLC08021
5/6/2022,Proof of Service by Substituted Service,5,22NWLC08021
4/14/2022,Declaration : of Non-Service,1,22NWLC08021
4/5/2022,Summons: on Complaint,1,22NWLC08021
4/5/2022,Civil Case Cover Sheet,6,22NWLC08021
4/5/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08021
4/5/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08021
4/5/2022,Complaint,13,22NWLC08021
6/28/2022,Default Judgment,2,22NWLC08022
6/24/2022,Request for Entry of Default / Judgment,3,22NWLC08022
6/24/2022,Declaration : Re: Copies,1,22NWLC08022
6/24/2022,Request for Dismissal,2,22NWLC08022
6/24/2022,Declaration re: Attorney's Fees,1,22NWLC08022
6/24/2022,Declaration : Re: 1033,4,22NWLC08022
6/24/2022,Declaration : Re: 1788,24,22NWLC08022
4/25/2022,Proof of Service by Substituted Service,5,22NWLC08022
4/6/2022,Complaint,15,22NWLC08022
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22NWLC08022
4/6/2022,Civil Case Cover Sheet,6,22NWLC08022
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08022
4/6/2022,Declaration : of Venue,1,22NWLC08022
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08022
4/6/2022,Summons: on Complaint,1,22NWLC08022
5/17/2022,Request for Dismissal,3,22NWLC08023
4/25/2022,Declaration : of Non-Service,1,22NWLC08023
4/25/2022,Declaration : of Non-Service,1,22NWLC08023
4/19/2022,Declaration : of Non-Service,1,22NWLC08023
4/6/2022,Summons: on Complaint,1,22NWLC08023
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08023
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08023
4/6/2022,Civil Case Cover Sheet,6,22NWLC08023
4/6/2022,Complaint,4,22NWLC08023
11/14/2022,Request for Dismissal,2,22NWLC08024
4/6/2022,Summons: on Complaint,1,22NWLC08024
4/6/2022,Complaint,11,22NWLC08024
4/6/2022,Civil Case Cover Sheet,6,22NWLC08024
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08024
4/6/2022,Declaration : Declaration of Venue,1,22NWLC08024
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08024
6/15/2022,Default Judgment,2,22NWLC08025
6/14/2022,Request for Dismissal,2,22NWLC08025
6/14/2022,Request for Entry of Default / Judgment,2,22NWLC08025
4/8/2022,Proof of Personal Service,3,22NWLC08025
4/6/2022,Summons: on Complaint,1,22NWLC08025
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08025
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08025
4/6/2022,Civil Case Cover Sheet,6,22NWLC08025
4/6/2022,Complaint,5,22NWLC08025
6/17/2022,Default Judgment,2,22NWLC08026
6/16/2022,Request for Entry of Default / Judgment,2,22NWLC08026
6/16/2022,Request for Dismissal,2,22NWLC08026
4/11/2022,Proof of Personal Service,3,22NWLC08026
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08026
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08026
4/6/2022,Summons: on Complaint,1,22NWLC08026
4/6/2022,Complaint,5,22NWLC08026
4/6/2022,Civil Case Cover Sheet,6,22NWLC08026
5/18/2022,Request for Dismissal,2,22NWLC08027
4/13/2022,Proof of Personal Service,3,22NWLC08027
4/6/2022,Declaration : Declaration of Venue,1,22NWLC08027
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08027
4/6/2022,Summons: on Complaint,1,22NWLC08027
4/6/2022,Complaint,23,22NWLC08027
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22NWLC08027
4/6/2022,Civil Case Cover Sheet,6,22NWLC08027
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08027
5/18/2022,Request for Dismissal,2,22NWLC08028
4/14/2022,Proof of Service by Substituted Service,5,22NWLC08028
4/6/2022,Declaration : Declaration of Venue,1,22NWLC08028
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08028
4/6/2022,Summons: on Complaint,1,22NWLC08028
4/6/2022,Complaint,15,22NWLC08028
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22NWLC08028
4/6/2022,Civil Case Cover Sheet,6,22NWLC08028
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08028
6/21/2022,Request for Dismissal,2,22NWLC08029
4/15/2022,Declaration : of Non-Service,1,22NWLC08029
4/6/2022,Summons: on Complaint,1,22NWLC08029
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08029
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08029
4/6/2022,Civil Case Cover Sheet,6,22NWLC08029
4/6/2022,Complaint,12,22NWLC08029
7/1/2022,Request for Dismissal,2,22NWLC08030
4/6/2022,Complaint,3,22NWLC08030
4/6/2022,Civil Case Cover Sheet,6,22NWLC08030
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08030
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08030
4/6/2022,Summons: on Complaint,1,22NWLC08030
6/27/2022,Default Judgment,2,22NWLC08031
6/22/2022,Declaration re: Attorney's Fees,1,22NWLC08031
6/22/2022,Declaration : Re: 1788,24,22NWLC08031
6/22/2022,Declaration : Re: Copies,1,22NWLC08031
6/22/2022,Declaration : Re: 1033,4,22NWLC08031
6/22/2022,Request for Entry of Default / Judgment,3,22NWLC08031
6/22/2022,Request for Dismissal,2,22NWLC08031
4/11/2022,Proof of Personal Service,3,22NWLC08031
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08031
4/6/2022,Declaration : Declaration of Venue,1,22NWLC08031
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08031
4/6/2022,Summons: on Complaint,1,22NWLC08031
4/6/2022,Complaint,15,22NWLC08031
4/6/2022,Civil Case Cover Sheet,6,22NWLC08031
5/10/2022,Request for Dismissal,3,22NWLC08032
4/25/2022,Declaration : of Non-Service,1,22NWLC08032
4/25/2022,Declaration : of Non-Service,1,22NWLC08032
4/19/2022,Declaration : of Non-Service,1,22NWLC08032
4/6/2022,Summons: on Complaint,1,22NWLC08032
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08032
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08032
4/6/2022,Civil Case Cover Sheet,6,22NWLC08032
4/6/2022,Complaint,4,22NWLC08032
6/15/2022,Default Judgment,2,22NWLC08033
6/14/2022,Request for Entry of Default / Judgment,2,22NWLC08033
6/14/2022,Request for Dismissal,2,22NWLC08033
4/8/2022,Proof of Personal Service,3,22NWLC08033
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08033
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08033
4/6/2022,Summons: on Complaint,1,22NWLC08033
4/6/2022,Complaint,5,22NWLC08033
4/6/2022,Civil Case Cover Sheet,6,22NWLC08033
11/14/2022,Declaration : of Non-Service,3,22NWLC08034
11/10/2022,Request for Dismissal,2,22NWLC08034
5/31/2022,Declaration : of Non-Service,1,22NWLC08034
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08034
4/6/2022,Summons: on Complaint,1,22NWLC08034
4/6/2022,Complaint,6,22NWLC08034
4/6/2022,Civil Case Cover Sheet,6,22NWLC08034
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08034
11/14/2022,Request for Dismissal,2,22NWLC08035
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08035
4/6/2022,Summons: on Complaint,1,22NWLC08035
4/6/2022,Complaint,15,22NWLC08035
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22NWLC08035
4/6/2022,Civil Case Cover Sheet,6,22NWLC08035
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08035
4/6/2022,Declaration : of Venue,1,22NWLC08035
10/3/2022,Request for Dismissal,2,22NWLC08036
7/5/2022,Declaration : of Non-Service,1,22NWLC08036
4/6/2022,Summons: on Complaint,1,22NWLC08036
4/6/2022,Complaint,8,22NWLC08036
4/6/2022,Civil Case Cover Sheet,6,22NWLC08036
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08036
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08036
3/13/2023,Request for Dismissal,2,22NWLC08037
3/13/2023,Proof of Service by Mail,2,22NWLC08037
4/26/2022,Proof of Service by Substituted Service,5,22NWLC08037
4/6/2022,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,22NWLC08037
4/6/2022,Notice of Case Assignment - Limited Civil Case,1,22NWLC08037
4/6/2022,Summons: on Complaint,1,22NWLC08037
4/6/2022,Complaint,22,22NWLC08037
4/6/2022,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,22NWLC08037
