Filed,Document,Total Pages,case_number
9/11/2023,Memorandum of Points & Authorities,2.0,21CHLC30847
9/11/2023,Proof of Service by Mail,2.0,21CHLC30847
9/11/2023,Motion to Vacate : Conditional Dismissal and Enter Judgment Pursuant to C.C.P §664.6,4.0,21CHLC30847
9/11/2023,Declaration : of Scott D. Dyle in Support of Plaintiff's Motion,10.0,21CHLC30847
1/4/2022,Stipulation and Order : for the Court to Dismiss the Case and Retain Jurisdiction Pursuant to Code of Civil Procedure Section 664.6; ORDER,5.0,21CHLC30847
9/13/2021,Proof of Personal Service,2.0,21CHLC30847
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30847
8/26/2021,Summons: on Complaint,1.0,21CHLC30847
8/26/2021,Complaint,3.0,21CHLC30847
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30847
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30847
9/30/2022,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC30848
11/17/2021,Default Judgment: Default Judgment,2.0,21CHLC30848
11/12/2021,Request for Entry of Default / Judgment,2.0,21CHLC30848
11/12/2021,Request for Dismissal,2.0,21CHLC30848
11/12/2021,Statement of the Case,5.0,21CHLC30848
11/12/2021,Declaration : Declaration 1033,7.0,21CHLC30848
9/3/2021,Proof of Personal Service,2.0,21CHLC30848
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30848
8/26/2021,Summons: on Complaint,1.0,21CHLC30848
8/26/2021,Complaint,4.0,21CHLC30848
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30848
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30848
,Request for Dismissal,3.0,21CHLC30848
4/1/2022,Request for Dismissal,2.0,21CHLC30849
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30849
8/26/2021,Summons: on Complaint,1.0,21CHLC30849
8/26/2021,Complaint,12.0,21CHLC30849
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30849
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30849
7/12/2024,Writ of Execution: Writ of Execution (LOS ANGELES),3.0,21CHLC30850
7/5/2024,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest: Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30850
1/30/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC30850
10/11/2022,Default Judgment,2.0,21CHLC30850
10/4/2022,Request for Entry of Default / Judgment,2.0,21CHLC30850
10/4/2022,Request for Dismissal,2.0,21CHLC30850
10/4/2022,Statement of the Case,5.0,21CHLC30850
10/4/2022,Declaration : Re: CCP § 1033,7.0,21CHLC30850
9/1/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC30850
9/15/2021,Proof of Personal Service,2.0,21CHLC30850
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30850
8/26/2021,Summons: on Complaint,1.0,21CHLC30850
8/26/2021,Complaint,4.0,21CHLC30850
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30850
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30850
4/1/2022,Request for Dismissal,2.0,21CHLC30851
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30851
8/26/2021,Summons: on Complaint,1.0,21CHLC30851
8/26/2021,Complaint,13.0,21CHLC30851
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30851
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30851
4/29/2022,Request for Dismissal,2.0,21CHLC30852
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30852
8/26/2021,Summons: on Complaint,1.0,21CHLC30852
8/26/2021,Complaint,3.0,21CHLC30852
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30852
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30852
1/10/2022,Default Judgment,2.0,21CHLC30853
1/7/2022,Declaration of Costs - CCP 1033,9.0,21CHLC30853
1/7/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,24.0,21CHLC30853
1/7/2022,Request for Entry of Default / Judgment,3.0,21CHLC30853
1/7/2022,Request for Dismissal,2.0,21CHLC30853
10/4/2021,Proof of Personal Service,3.0,21CHLC30853
9/22/2021,Declaration : of Non-Service,1.0,21CHLC30853
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30853
8/26/2021,Summons: on Complaint,1.0,21CHLC30853
8/26/2021,Complaint,25.0,21CHLC30853
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30853
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30853
10/18/2023,Request for Dismissal,3.0,21CHLC30854
8/25/2022,Stipulation and Order : of dismissal per CCP 664.6,3.0,21CHLC30854
8/24/2022,Stipulation - No Order: Stipulation Agreement,6.0,21CHLC30854
4/25/2022,Notice of Trial,2.0,21CHLC30854
4/22/2022,Answer,9.0,21CHLC30854
3/23/2022,Proof of Personal Service,3.0,21CHLC30854
3/15/2022,Declaration : of Non-Service,1.0,21CHLC30854
10/15/2021,Declaration : Declaration of Non-Service,1.0,21CHLC30854
9/10/2021,Declaration : of Non-Service,1.0,21CHLC30854
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30854
8/26/2021,Summons: on Complaint,1.0,21CHLC30854
8/26/2021,Complaint,4.0,21CHLC30854
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30854
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30854
1/19/2022,Request for Dismissal,2.0,21CHLC30855
9/16/2021,Declaration re: Due Diligence,1.0,21CHLC30855
9/7/2021,Certificate of Mailing for: (Court Order) of 09/07/2021,1.0,21CHLC30855
9/7/2021,Minute Order: (Court Order),1.0,21CHLC30855
9/3/2021,Challenge To Judicial Officer - Peremptory (170.6),1.0,21CHLC30855
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30855
8/26/2021,Summons: on Complaint,1.0,21CHLC30855
8/26/2021,Complaint,27.0,21CHLC30855
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30855
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30855
1/10/2022,Request for Dismissal,2.0,21CHLC30856
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30856
8/26/2021,Summons: on Complaint,1.0,21CHLC30856
8/26/2021,Complaint,4.0,21CHLC30856
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30856
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30856
11/29/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC30857
11/8/2021,Default Judgment,2.0,21CHLC30857
11/5/2021,Request for Entry of Default / Judgment,2.0,21CHLC30857
11/5/2021,Request for Dismissal,2.0,21CHLC30857
11/5/2021,Statement of the Case,5.0,21CHLC30857
11/5/2021,Declaration : CCP 1033,7.0,21CHLC30857
9/1/2021,Proof of Personal Service,2.0,21CHLC30857
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30857
8/26/2021,Summons: on Complaint,1.0,21CHLC30857
8/26/2021,Complaint,4.0,21CHLC30857
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30857
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30857
5/30/2024,Judgment: Default Judgment,2.0,21CHLC30858
5/29/2024,Declaration of Costs - CCP 1033: Declaration of Costs - CCP 1033,18.0,21CHLC30858
9/1/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC30858
9/7/2021,Proof of Personal Service,2.0,21CHLC30858
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30858
8/26/2021,Summons: on Complaint,1.0,21CHLC30858
8/26/2021,Complaint,14.0,21CHLC30858
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30858
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30858
8/23/2022,Request for Dismissal,3.0,21CHLC30859
9/2/2021,Declaration : of Non-Service,1.0,21CHLC30859
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30859
8/26/2021,Summons: on Complaint,1.0,21CHLC30859
8/26/2021,Complaint,3.0,21CHLC30859
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30859
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30859
4/4/2022,Request for Dismissal,3.0,21CHLC30860
9/7/2021,Proof of Personal Service,2.0,21CHLC30860
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30860
8/26/2021,Summons: on Complaint,1.0,21CHLC30860
8/26/2021,Complaint,4.0,21CHLC30860
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30860
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30860
1/30/2023,Writ - Return,Currently Unavailable,21CHLC30861
12/14/2022,Acknowledgment of Satisfaction of Judgment,1,21CHLC30861
3/17/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2,21CHLC30861
3/17/2022,Writ of Execution: (RIVERSIDE),3,21CHLC30861
1/14/2022,Default Judgment,2,21CHLC30861
1/11/2022,Request for Entry of Default / Judgment,3,21CHLC30861
1/11/2022,Request for Dismissal,2,21CHLC30861
1/11/2022,Declaration re: Attorney's Fees,1,21CHLC30861
1/11/2022,Declaration : Re: 1033,4,21CHLC30861
1/11/2022,Declaration : Re: Copies,1,21CHLC30861
1/11/2022,Declaration : Re: 1788,32,21CHLC30861
9/27/2021,Proof of Service by Substituted Service,4,21CHLC30861
8/26/2021,Notice of Case Assignment - Limited Civil Case,1,21CHLC30861
8/26/2021,Summons: on Complaint,1,21CHLC30861
8/26/2021,Complaint,13,21CHLC30861
8/26/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,21CHLC30861
8/26/2021,Civil Case Cover Sheet,6,21CHLC30861
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,21CHLC30861
8/26/2021,Declaration : Declaration of Venue,1,21CHLC30861
6/27/2022,Request for Dismissal,3.0,21CHLC30862
10/4/2021,Answer,5.0,21CHLC30862
10/4/2021,Notice of Trial,2.0,21CHLC30862
9/7/2021,Proof of Personal Service,2.0,21CHLC30862
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30862
8/26/2021,Summons: on Complaint,1.0,21CHLC30862
8/26/2021,Complaint,3.0,21CHLC30862
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30862
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30862
10/6/2021,Request for Dismissal,2.0,21CHLC30863
9/8/2021,Proof of Personal Service,2.0,21CHLC30863
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30863
8/26/2021,Summons: on Complaint,1.0,21CHLC30863
8/26/2021,Complaint,12.0,21CHLC30863
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30863
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30863
12/16/2021,Request for Dismissal,3.0,21CHLC30864
9/3/2021,Proof of Personal Service,2.0,21CHLC30864
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30864
8/26/2021,Summons: on Complaint,1.0,21CHLC30864
8/26/2021,Complaint,4.0,21CHLC30864
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30864
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30864
7/25/2022,Writ of Execution: (Los Angeles),3.0,21CHLC30865
1/27/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC30865
1/14/2022,Default Judgment,2.0,21CHLC30865
1/13/2022,Request for Entry of Default / Judgment,4.0,21CHLC30865
1/13/2022,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC30865
10/4/2021,Proof of Personal Service,2.0,21CHLC30865
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30865
8/26/2021,Summons: on Complaint,1.0,21CHLC30865
8/26/2021,Complaint,4.0,21CHLC30865
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30865
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30865
6/6/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC30866
6/3/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30866
2/7/2022,Proof of Personal Service,3.0,21CHLC30866
12/14/2021,Default Judgment,2.0,21CHLC30866
12/10/2021,Request for Entry of Default / Judgment,2.0,21CHLC30866
12/10/2021,Declaration : pursuant to code 1033,3.0,21CHLC30866
12/10/2021,Declaration : in support of calculation of accrued interest,1.0,21CHLC30866
12/10/2021,Declaration : of non-military service,3.0,21CHLC30866
9/10/2021,Proof of Personal Service,2.0,21CHLC30866
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30866
8/26/2021,Summons: on Complaint,1.0,21CHLC30866
8/26/2021,Complaint,3.0,21CHLC30866
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30866
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30866
8/30/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC30867
8/29/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30867
4/28/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30867
4/28/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC30867
12/16/2021,Default Judgment,2.0,21CHLC30867
12/16/2021,Request for Entry of Default / Judgment,2.0,21CHLC30867
12/16/2021,Request for Dismissal,2.0,21CHLC30867
12/16/2021,Statement of the Case,5.0,21CHLC30867
12/16/2021,Declaration : 1033,7.0,21CHLC30867
10/14/2021,Proof of Personal Service,2.0,21CHLC30867
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30867
8/26/2021,Summons: on Complaint,1.0,21CHLC30867
8/26/2021,Complaint,4.0,21CHLC30867
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30867
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30867
8/23/2022,Request for Dismissal,3.0,21CHLC30868
9/10/2021,Declaration : of Non-Service,1.0,21CHLC30868
9/7/2021,Declaration : Declaration of Non-Service,1.0,21CHLC30868
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30868
8/26/2021,Summons: on Complaint,1.0,21CHLC30868
8/26/2021,Complaint,3.0,21CHLC30868
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30868
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30868
7/8/2024,Declaration : Declaration of Non-Service,1.0,21CHLC30869
7/3/2024,Declaration : Declaration of Non-Service,1.0,21CHLC30869
5/30/2024,Declaration : Declaration of Non-Service,1.0,21CHLC30869
9/28/2023,Declaration : of Non-Service,1.0,21CHLC30869
9/28/2023,Declaration : of Non-Service,1.0,21CHLC30869
9/26/2023,Declaration : of Non-Service,1.0,21CHLC30869
9/21/2021,Request for Dismissal,3.0,21CHLC30869
9/20/2021,Declaration : of Non-Service,1.0,21CHLC30869
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30869
8/26/2021,Summons: on Complaint,1.0,21CHLC30869
8/26/2021,Complaint,4.0,21CHLC30869
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30869
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30869
8/29/2023,Certificate of Mailing for: (Order to Show Cause Re: Failure to File Proof of Service and ...) of 08/29/2023,1.0,21CHLC30870
8/29/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC30870
9/1/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC30870
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30870
8/26/2021,Summons: on Complaint,1.0,21CHLC30870
8/26/2021,Complaint,18.0,21CHLC30870
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30870
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30870
1/27/2022,Request for Dismissal,3.0,21CHLC30871
9/3/2021,Declaration : Declaration of Non-Service,1.0,21CHLC30871
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30871
8/26/2021,Summons: on Complaint,1.0,21CHLC30871
8/26/2021,Complaint,4.0,21CHLC30871
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30871
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30871
2/22/2022,Request for Dismissal,3.0,21CHLC30872
9/2/2021,Declaration : Declaration of Non-Service,1.0,21CHLC30872
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30872
8/26/2021,Summons: on Complaint,1.0,21CHLC30872
8/26/2021,Complaint,3.0,21CHLC30872
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30872
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30872
4/1/2022,Request for Dismissal,2.0,21CHLC30873
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30873
8/26/2021,Summons: on Complaint,1.0,21CHLC30873
8/26/2021,Complaint,14.0,21CHLC30873
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30873
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30873
8/23/2022,Request for Dismissal,3.0,21CHLC30874
9/13/2021,Declaration : of Non-Service,1.0,21CHLC30874
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30874
8/26/2021,Summons: on Complaint,1.0,21CHLC30874
8/26/2021,Complaint,3.0,21CHLC30874
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30874
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30874
8/23/2022,Request for Dismissal,3.0,21CHLC30875
9/3/2021,Declaration : of Non-Service,1.0,21CHLC30875
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30875
8/26/2021,Summons: on Complaint,1.0,21CHLC30875
8/26/2021,Complaint,3.0,21CHLC30875
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30875
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30875
7/5/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30876
7/5/2023,Writ of Execution: (LOS ANGELES ),3.0,21CHLC30876
7/5/2023,Declaration : Waiver of Post Judgment Costs,1.0,21CHLC30876
8/10/2022,Notice : of Entry of Judgment,3.0,21CHLC30876
8/10/2022,Proof of Service by Mail,1.0,21CHLC30876
5/4/2022,Default Judgment,2.0,21CHLC30876
5/4/2022,Request for Entry of Default / Judgment,2.0,21CHLC30876
5/4/2022,Statement of the Case,1.0,21CHLC30876
5/4/2022,Declaration : Re non active Military Status,5.0,21CHLC30876
2/15/2022,Proof of Personal Service,3.0,21CHLC30876
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30876
8/26/2021,Summons: on Complaint,1.0,21CHLC30876
8/26/2021,Complaint,3.0,21CHLC30876
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30876
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30876
7/14/2022,Request for Dismissal,2.0,21CHLC30877
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30877
8/26/2021,Summons: on Complaint,1.0,21CHLC30877
8/26/2021,Complaint,3.0,21CHLC30877
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30877
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30877
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30878
8/26/2021,Summons: on Complaint,1.0,21CHLC30878
8/26/2021,Complaint,4.0,21CHLC30878
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30878
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30878
9/1/2022,Writ of Execution: (LOS ANGELES ),3.0,21CHLC30879
8/30/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC30879
12/2/2021,Default Judgment,2.0,21CHLC30879
11/30/2021,Declaration of Costs - CCP 1033,7.0,21CHLC30879
11/30/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,29.0,21CHLC30879
11/30/2021,Request for Entry of Default / Judgment,3.0,21CHLC30879
11/30/2021,Request for Dismissal,2.0,21CHLC30879
9/27/2021,Proof of Personal Service,3.0,21CHLC30879
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30879
8/26/2021,Summons: on Complaint,1.0,21CHLC30879
8/26/2021,Complaint,29.0,21CHLC30879
8/26/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC30879
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30879
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30879
4/1/2022,Default Judgment,2.0,21CHLC30880
4/1/2022,Request for Entry of Default / Judgment,3.0,21CHLC30880
4/1/2022,Request for Dismissal,2.0,21CHLC30880
4/1/2022,Declaration : Re: C.C.P. 1788,17.0,21CHLC30880
4/1/2022,Declaration : Waiver of Security Interest,1.0,21CHLC30880
4/1/2022,Declaration : Waiver of Interest in Excess of 10%,1.0,21CHLC30880
4/1/2022,Declaration : Re: C.C.P. 1033,3.0,21CHLC30880
12/2/2021,Proof of Service by Substituted Service,4.0,21CHLC30880
11/15/2021,Declaration : of Non-Service,1.0,21CHLC30880
11/12/2021,Declaration : of Non-Service,1.0,21CHLC30880
10/19/2021,Declaration : of Non-Service,1.0,21CHLC30880
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30880
8/26/2021,Summons: on Complaint,1.0,21CHLC30880
8/26/2021,Complaint,13.0,21CHLC30880
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30880
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30880
8/26/2021,Declaration : Declaration of Venue,1.0,21CHLC30880
6/20/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC30881
10/20/2021,Default Judgment,2.0,21CHLC30881
10/19/2021,Request for Entry of Default / Judgment,2.0,21CHLC30881
10/19/2021,Statement of the Case,5.0,21CHLC30881
10/19/2021,Declaration : 1033,7.0,21CHLC30881
9/7/2021,Proof of Service by Substituted Service,4.0,21CHLC30881
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30881
8/26/2021,Summons: on Complaint,1.0,21CHLC30881
8/26/2021,Complaint,4.0,21CHLC30881
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30881
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30881
12/29/2021,Default Judgment: Default Judgment,2.0,21CHLC30882
12/27/2021,Request for Entry of Default / Judgment,3.0,21CHLC30882
12/27/2021,Request for Dismissal,2.0,21CHLC30882
12/27/2021,Declaration : Waiver of Interest in Excess of 10%,1.0,21CHLC30882
12/27/2021,Declaration : Re: 1788,16.0,21CHLC30882
12/27/2021,Declaration : Waiver of Security Interest,1.0,21CHLC30882
12/27/2021,Declaration : Re: 1033,3.0,21CHLC30882
9/16/2021,Proof of Service by Substituted Service,4.0,21CHLC30882
8/26/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC30882
8/26/2021,Summons: on Complaint,1.0,21CHLC30882
8/26/2021,Complaint,12.0,21CHLC30882
8/26/2021,Civil Case Cover Sheet,6.0,21CHLC30882
8/26/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC30882
8/26/2021,Declaration : of Venue,1.0,21CHLC30882
12/17/2021,Declaration re: Due Diligence,1.0,21CHLC30883
