Filed,Document,Total Pages,case_number
10/14/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29895
8/24/2021,Proof of Personal Service,2.0,21CHLC29895
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29895
8/18/2021,Summons: on Complaint,1.0,21CHLC29895
8/18/2021,Complaint,4.0,21CHLC29895
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29895
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29895
12/3/2021,Writ of Execution: (LOS ANGELES),3.0,21CHLC29896
10/20/2021,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29896
10/15/2021,Default Judgment,2.0,21CHLC29896
10/14/2021,Request for Entry of Default / Judgment,2.0,21CHLC29896
10/14/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29896
8/24/2021,Proof of Personal Service,2.0,21CHLC29896
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29896
8/18/2021,Summons: on Complaint,1.0,21CHLC29896
8/18/2021,Complaint,4.0,21CHLC29896
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29896
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29896
1/23/2023,Writ - Return,2.0,21CHLC29897
4/1/2022,Acknowledgment of Satisfaction of Judgment,1.0,21CHLC29897
2/22/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29897
2/22/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC29897
12/9/2021,Default Judgment,2.0,21CHLC29897
12/7/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,38.0,21CHLC29897
12/7/2021,Request for Entry of Default / Judgment,3.0,21CHLC29897
12/7/2021,Request for Dismissal,2.0,21CHLC29897
12/7/2021,Declaration re: Attorney's Fees,1.0,21CHLC29897
12/7/2021,Declaration : Re: 1033 CCP,3.0,21CHLC29897
12/7/2021,Declaration : Re: Non Military Status,4.0,21CHLC29897
9/23/2021,Proof of Personal Service,2.0,21CHLC29897
8/17/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29897
8/17/2021,Summons: on Complaint,1.0,21CHLC29897
8/17/2021,Complaint,13.0,21CHLC29897
8/17/2021,Civil Case Cover Sheet,6.0,21CHLC29897
8/17/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29897
7/25/2022,Writ of Execution: (Los Angeles),3.0,21CHLC29898
1/27/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29898
1/12/2022,Default Judgment,2.0,21CHLC29898
1/12/2022,Request for Entry of Default / Judgment,4.0,21CHLC29898
1/12/2022,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29898
9/3/2021,Proof of Service by Substituted Service,4.0,21CHLC29898
8/17/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29898
8/17/2021,Summons: on Complaint,1.0,21CHLC29898
8/17/2021,Complaint,4.0,21CHLC29898
8/17/2021,Civil Case Cover Sheet,6.0,21CHLC29898
8/17/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29898
10/11/2022,Request for Dismissal,2.0,21CHLC29899
10/11/2022,Proof of Service by Mail,1.0,21CHLC29899
2/15/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC29899
2/14/2022,Notice of Settlement,2.0,21CHLC29899
11/9/2021,Notice of Trial,2.0,21CHLC29899
11/8/2021,Answer,12.0,21CHLC29899
10/18/2021,Proof of Personal Service,2.0,21CHLC29899
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29899
8/18/2021,Summons: on Complaint,1.0,21CHLC29899
8/18/2021,Complaint,3.0,21CHLC29899
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29899
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29899
9/6/2022,Request for Dismissal,2.0,21CHLC29900
11/2/2021,Notice of Rejection of Electronic Filing,1.0,21CHLC29900
11/2/2021,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC29900
10/28/2021,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC29900
10/27/2021,Stipulation - No Order: Stipulation Agreement: Jurisdiction Retained Under CCP Â§ 664.6.,7.0,21CHLC29900
10/27/2021,Notice of Settlement,2.0,21CHLC29900
9/9/2021,Proof of Service by Substituted Service,4.0,21CHLC29900
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29900
8/18/2021,Summons: on Complaint,1.0,21CHLC29900
8/18/2021,Complaint,4.0,21CHLC29900
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29900
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29900
,Stipulation and Order : Order Dismissing Action; Court Retaining Jurisdiction Pursuant to CCP Â§ 664.6,2.0,21CHLC29900
8/12/2022,Request for Dismissal,2.0,21CHLC29901
8/12/2022,Proof of Service by Mail,1.0,21CHLC29901
11/3/2021,Proof of Personal Service,2.0,21CHLC29901
10/28/2021,Notice of Settlement,2.0,21CHLC29901
10/28/2021,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC29901
9/7/2021,Proof of Service by Mail,1.0,21CHLC29901
9/2/2021,Answer,2.0,21CHLC29901
9/2/2021,Order on Court Fee Waiver (Superior Court),3.0,21CHLC29901
9/2/2021,Notice of Trial,2.0,21CHLC29901
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29901
8/18/2021,Summons: on Complaint,1.0,21CHLC29901
8/18/2021,Complaint,3.0,21CHLC29901
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29901
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29901
1/30/2023,Request for Dismissal,3.0,21CHLC29902
12/19/2022,Stipulation and Order : of Dismissal without Prejudice Pursuant to CCP 664.6,3.0,21CHLC29902
12/15/2022,Stipulation - No Order: for Entry of Judgment,6.0,21CHLC29902
12/2/2022,Notice : of Order to Show Cause Re: Dismissal After Settlement,2.0,21CHLC29902
11/21/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC29902
10/27/2022,Witness List,3.0,21CHLC29902
10/27/2022,"Notice : to Appear at Trial and to Produce Books, Documents or Other Things",3.0,21CHLC29902
10/27/2022,Exhibit List,3.0,21CHLC29902
10/27/2022,Trial Brief,11.0,21CHLC29902
10/27/2022,Notice of Trial,2.0,21CHLC29902
8/23/2022,Stipulation and Order : to continue trial,3.0,21CHLC29902
8/23/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC29902
8/18/2022,Exhibit List,88.0,21CHLC29902
7/25/2022,Witness List,3.0,21CHLC29902
7/25/2022,"Notice : to Appear at Trial and to Produce Books, Documents or Other Things",3.0,21CHLC29902
7/25/2022,Exhibit List,3.0,21CHLC29902
7/25/2022,Trial Brief,11.0,21CHLC29902
7/25/2022,Notice of Trial,2.0,21CHLC29902
9/10/2021,Answer,9.0,21CHLC29902
9/10/2021,Order on Court Fee Waiver (Superior Court),4.0,21CHLC29902
9/10/2021,Notice of Trial,2.0,21CHLC29902
8/31/2021,Proof of Personal Service,2.0,21CHLC29902
8/17/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29902
8/17/2021,Summons: on Complaint,1.0,21CHLC29902
8/17/2021,Complaint,15.0,21CHLC29902
8/17/2021,Civil Case Cover Sheet,6.0,21CHLC29902
8/17/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29902
4/2/2024,Acknowledgment of Satisfaction of Judgment,3.0,21CHLC29903
10/4/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29903
9/8/2022,Notice : of Entry of Judgment,4.0,21CHLC29903
8/29/2022,Judgment,3.0,21CHLC29903
8/24/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC29903
6/29/2022,Certificate of Mailing for: (Hearing on Motion to Deem Request for Admissions Admitted) of 06/29/2022,1.0,21CHLC29903
6/29/2022,Order : Deeming Request for Admissions Admitted,5.0,21CHLC29903
6/29/2022,Minute Order: (Hearing on Motion to Deem Request for Admissions Admitted),1.0,21CHLC29903
12/22/2021,Motion to Deem RFA's Admitted,12.0,21CHLC29903
9/27/2021,Answer,2.0,21CHLC29903
9/27/2021,Proof of Service by Mail,1.0,21CHLC29903
9/27/2021,Order on Court Fee Waiver (Superior Court),3.0,21CHLC29903
9/2/2021,Proof of Personal Service,2.0,21CHLC29903
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29903
8/18/2021,Summons: on Complaint,1.0,21CHLC29903
8/18/2021,Complaint,4.0,21CHLC29903
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29903
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29903
8/11/2022,Writ - Return,2.0,21CHLC29904
5/25/2022,Acknowledgment of Satisfaction of Judgment,3.0,21CHLC29904
2/1/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC29904
12/17/2021,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29904
12/6/2021,Default Judgment,2.0,21CHLC29904
12/3/2021,Request for Entry of Default / Judgment,2.0,21CHLC29904
12/3/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29904
9/2/2021,Proof of Personal Service,2.0,21CHLC29904
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29904
8/18/2021,Summons: on Complaint,1.0,21CHLC29904
8/18/2021,Complaint,4.0,21CHLC29904
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29904
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29904
8/30/2022,Request for Dismissal,2.0,21CHLC29905
9/28/2021,Notice of Rejection of Electronic Filing,1.0,21CHLC29905
9/28/2021,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC29905
9/24/2021,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC29905
9/21/2021,Stipulation - No Order: SETTLEMENT AGREEMENT,8.0,21CHLC29905
9/21/2021,Notice of Settlement,2.0,21CHLC29905
8/31/2021,Proof of Personal Service,2.0,21CHLC29905
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29905
8/18/2021,Summons: on Complaint,1.0,21CHLC29905
8/18/2021,Complaint,4.0,21CHLC29905
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29905
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29905
,Stipulation and Order : ON SETTLEMENT AGREEMENT AND STIPULATION JURISDICTION RETAINED UNDER CODE OF CIVIL PROCEDURE 664.6,2.0,21CHLC29905
3/1/2022,Acknowledgment of Satisfaction of Judgment,3.0,21CHLC29906
12/20/2021,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29906
12/6/2021,Default Judgment,2.0,21CHLC29906
12/3/2021,Request for Entry of Default / Judgment,2.0,21CHLC29906
12/3/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29906
9/3/2021,Proof of Service by Substituted Service,4.0,21CHLC29906
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29906
8/18/2021,Summons: on Complaint,1.0,21CHLC29906
8/18/2021,Complaint,4.0,21CHLC29906
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29906
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29906
10/24/2023,Acknowledgment of Satisfaction of Judgment,3.0,21CHLC29907
11/8/2021,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29907
11/1/2021,Default Judgment,2.0,21CHLC29907
10/29/2021,Request for Entry of Default / Judgment,2.0,21CHLC29907
10/29/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,21CHLC29907
8/31/2021,Proof of Service by Substituted Service,4.0,21CHLC29907
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29907
8/18/2021,Summons: on Complaint,1.0,21CHLC29907
8/18/2021,Complaint,4.0,21CHLC29907
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29907
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29907
8/16/2022,Request for Dismissal,3.0,21CHLC29908
9/8/2021,Declaration : of Non-Service,1.0,21CHLC29908
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29908
8/18/2021,Summons: on Complaint,1.0,21CHLC29908
8/18/2021,Complaint,3.0,21CHLC29908
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29908
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29908
7/28/2022,Request for Dismissal,2.0,21CHLC29909
3/30/2022,Request for Entry of Default / Judgment,2.0,21CHLC29909
3/30/2022,Notice of Rejection Default/Clerk's Judgment,2.0,21CHLC29909
1/12/2022,Proof of Service by Substituted Service,3.0,21CHLC29909
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29909
8/18/2021,Summons: on Complaint,1.0,21CHLC29909
8/18/2021,Complaint,3.0,21CHLC29909
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29909
8/18/2021,Notice : Statement of Venue,1.0,21CHLC29909
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29909
8/24/2022,Notice of Entry of Judgment / Dismissal / Other Order,2.0,21CHLC29910
8/24/2022,Judgment,2.0,21CHLC29910
8/24/2022,Judgment,1.0,21CHLC29910
8/24/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC29910
8/11/2022,Memorandum of Costs (Summary),2.0,21CHLC29910
8/11/2022,Witness List,148.0,21CHLC29910
8/11/2022,Trial Brief,4.0,21CHLC29910
8/11/2022,Declaration : of Non-Military Service,4.0,21CHLC29910
7/6/2022,Notice : Requesting and Requiring Parties to Attend Trial,2.0,21CHLC29910
7/6/2022,Notice of Trial,2.0,21CHLC29910
3/9/2022,Memorandum of Points & Authorities,5.0,21CHLC29910
3/9/2022,Motion to Deem RFA's Admitted,3.0,21CHLC29910
3/9/2022,Declaration : in Support of Motion to Deem RFA's Admitted,8.0,21CHLC29910
9/21/2021,Answer,2.0,21CHLC29910
9/21/2021,Proof of Service by Mail,2.0,21CHLC29910
9/21/2021,Notice of Trial,2.0,21CHLC29910
8/31/2021,Proof of Service by Substituted Service,6.0,21CHLC29910
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29910
8/18/2021,Summons: on Complaint,1.0,21CHLC29910
8/18/2021,Complaint,3.0,21CHLC29910
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29910
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29910
,Order : Deeming Requests for Admissions Admitted,3.0,21CHLC29910
6/25/2024,Abstract of Judgment - Civil and Small Claims: Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29911
5/28/2024,Default Judgment: Default Judgment,2.0,21CHLC29911
5/24/2024,Request for Entry of Default / Judgment: Request for Entry of Default / Judgment,3.0,21CHLC29911
5/24/2024,"Affidavit : Affidavit AFFIDAVIT OF WELLS FARGO BANK, N.A. RE: NON-MILITARY STATUS",6.0,21CHLC29911
5/24/2024,Declaration : Declaration IN SUPPORT OF PLAINTIFF'S MOTION FOR DEFAULT JUDGMENT,24.0,21CHLC29911
5/24/2024,Declaration : Declaration OF ASHLEY MULHORN:ATTORNEYFEESAND MAILING DEMAND PURSUANT TO C.C.P. 1033;,5.0,21CHLC29911
4/23/2024,Notice : of Hearing,1.0,21CHLC29911
4/19/2024,Request for Entry of Default / Judgment,3.0,21CHLC29911
3/15/2024,Proof of Personal Service,2.0,21CHLC29911
2/26/2024,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC29911
11/16/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC29911
8/18/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC29911
8/24/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC29911
8/22/2022,Declaration : OF ASHLEY MULHORN RE: STATUS OF CASE,7.0,21CHLC29911
9/30/2021,Proof of Service - No Service,1.0,21CHLC29911
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29911
8/18/2021,Summons: on Complaint,1.0,21CHLC29911
8/18/2021,Complaint,27.0,21CHLC29911
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29911
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29911
5/23/2023,Writ - Return,Currently Unavailable,21CHLC29912
12/3/2021,Writ of Execution: (LOS ANGELES),3,21CHLC29912
11/8/2021,Abstract of Judgment - Civil and Small Claims,2,21CHLC29912
11/1/2021,Default Judgment,2,21CHLC29912
10/29/2021,Request for Entry of Default / Judgment,2,21CHLC29912
10/29/2021,"Declaration of Interest, Costs and Attorney Fees",3,21CHLC29912
8/31/2021,Proof of Service by Substituted Service,6,21CHLC29912
8/18/2021,Notice of Case Assignment - Limited Civil Case,1,21CHLC29912
8/18/2021,Summons: on Complaint,1,21CHLC29912
8/18/2021,Complaint,4,21CHLC29912
8/18/2021,Civil Case Cover Sheet,6,21CHLC29912
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,21CHLC29912
4/4/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC29913
4/3/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29913
11/23/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29913
12/1/2021,Default Judgment,2.0,21CHLC29913
11/29/2021,Request for Entry of Default / Judgment,3.0,21CHLC29913
11/29/2021,Request for Dismissal,2.0,21CHLC29913
11/29/2021,Declaration : Re: C.C.P. 1033,4.0,21CHLC29913
11/29/2021,Declaration : Re: C.C.P. 1788,23.0,21CHLC29913
9/15/2021,Proof of Personal Service,2.0,21CHLC29913
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29913
8/18/2021,Summons: on Complaint,1.0,21CHLC29913
8/18/2021,Complaint,19.0,21CHLC29913
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29913
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29913
6/8/2023,Writ of Execution: (SAN FRANCISCO ),3.0,21CHLC29914
6/7/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29914
3/21/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC29914
3/18/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29914
11/8/2021,Default Judgment,2.0,21CHLC29914
11/8/2021,Request for Entry of Default / Judgment,2.0,21CHLC29914
11/8/2021,Declaration : pursuant to code 1033,3.0,21CHLC29914
11/8/2021,Declaration : of non-military service,1.0,21CHLC29914
11/8/2021,Declaration : of non-military service,3.0,21CHLC29914
8/30/2021,Proof of Service by Substituted Service,4.0,21CHLC29914
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29914
8/18/2021,Summons: on Complaint,1.0,21CHLC29914
8/18/2021,Complaint,3.0,21CHLC29914
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29914
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29914
1/31/2023,Request for Dismissal,2.0,21CHLC29915
9/22/2022,Notice : OF CANCELLATION OF MOTIONS TO COMPEL RESPONSES,2.0,21CHLC29915
9/6/2022,Answer,7.0,21CHLC29915
8/31/2022,Proof of Service by Substituted Service,1.0,21CHLC29915
7/20/2022,Amended Complaint: (1st),3.0,21CHLC29915
7/13/2022,Certificate of Mailing for: [Stipulation and Order TO CONTINUE THE TRIAL DATE],1.0,21CHLC29915
7/13/2022,Certificate of Mailing for: (Court Order) of 07/13/2022,1.0,21CHLC29915
7/13/2022,Stipulation and Order : TO CONTINUE THE TRIAL DATE,3.0,21CHLC29915
7/13/2022,Minute Order: (Court Order),1.0,21CHLC29915
6/28/2022,"Opposition : Defendant's Memo of Points Authorities in Oppositiopn to Plaintiff's Ex Parte Application for an Order Shortening Time to Have Plaintiff's Motion to Compel Heard, etc.",14.0,21CHLC29915
5/25/2022,Motion for Leave : to File First Amended Complaint.,41.0,21CHLC29915
5/10/2022,Notice : of Submission,4.0,21CHLC29915
5/10/2022,Notice : of Submission,4.0,21CHLC29915
5/10/2022,Notice : of Submission,4.0,21CHLC29915
5/10/2022,Motion to Compel : Responses to special Interrogatories,61.0,21CHLC29915
5/10/2022,Motion to Compel : Responses to Requests for Production of Documents,164.0,21CHLC29915
5/10/2022,Motion to Compel : Responses to Special Interrogatories,66.0,21CHLC29915
5/10/2022,Request for Judicial Notice,3.0,21CHLC29915
5/10/2022,Request for Judicial Notice,11.0,21CHLC29915
5/10/2022,Request for Judicial Notice,11.0,21CHLC29915
10/18/2021,Answer,7.0,21CHLC29915
10/18/2021,Notice of Trial,2.0,21CHLC29915
8/31/2021,Proof of Service by Substituted Service,1.0,21CHLC29915
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29915
8/18/2021,Summons: on Complaint,1.0,21CHLC29915
8/18/2021,Complaint,3.0,21CHLC29915
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29915
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29915
,Order : To Compel Responses to special Interrogatories,3.0,21CHLC29915
,Order : To Compel Responses to Requests for Production of Documents,3.0,21CHLC29915
,Order : To Compel Responses to Special Interrogatories,3.0,21CHLC29915
,Order : on Motion for leave to file First Amended Complaint.,1.0,21CHLC29915
8/16/2022,Request for Dismissal,3.0,21CHLC29916
9/1/2021,Declaration : Declaration of Non-Service,1.0,21CHLC29916
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29916
8/18/2021,Summons: on Complaint,1.0,21CHLC29916
8/18/2021,Complaint,3.0,21CHLC29916
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29916
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29916
6/4/2024,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest: Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29917
6/4/2024,Writ of Execution: Writ of Execution (LOS ANGELES),3.0,21CHLC29917
5/22/2023,Writ of Execution: (LOS ANGELES ),3.0,21CHLC29917
5/17/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29917
10/27/2021,Default Judgment,2.0,21CHLC29917
10/25/2021,Request for Entry of Default / Judgment,2.0,21CHLC29917
10/25/2021,Declaration : of non-military service,3.0,21CHLC29917
10/25/2021,Declaration : in support of calculation of accrued interest,1.0,21CHLC29917
8/31/2021,Proof of Service by Substituted Service,4.0,21CHLC29917
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29917
8/18/2021,Summons: on Complaint,1.0,21CHLC29917
8/18/2021,Complaint,3.0,21CHLC29917
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29917
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29917
1/16/2024,Writ - Return,2.0,21CHLC29918
3/15/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC29918
3/15/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC29918
7/21/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC29918
5/6/2022,Default Judgment,2.0,21CHLC29918
5/5/2022,Declaration of Costs - CCP 1033,5.0,21CHLC29918
5/5/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,20.0,21CHLC29918
5/5/2022,Request for Entry of Default / Judgment,2.0,21CHLC29918
5/5/2022,"Affidavit : AFFIDAVIT OF WELLS FARGO BANK, N.A. RE: NON-MILITARY STATUS",8.0,21CHLC29918
2/14/2022,Request for Entry of Default / Judgment,2.0,21CHLC29918
1/19/2022,Proof of Personal Service,3.0,21CHLC29918
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29918
8/18/2021,Summons: on Complaint,1.0,21CHLC29918
8/18/2021,Complaint,15.0,21CHLC29918
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29918
8/18/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC29918
6/9/2022,Request for Dismissal,2.0,21CHLC29919
8/18/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC29919
8/18/2021,Summons: on Complaint,1.0,21CHLC29919
8/18/2021,Complaint,3.0,21CHLC29919
8/18/2021,Civil Case Cover Sheet,6.0,21CHLC29919
