Filed,Document,Total Pages,case_number
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07507
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07507
2/20/2020,Complaint,3.0,20CHLC07507
10/8/2020,Judgment: Default Judgment,2.0,20CHLC07508
10/6/2020,Declaration Pursuant to 585 CCP in Support of Default Judgment,16.0,20CHLC07508
10/6/2020,Declaration : for Reimbursement of Costs {C.C.P. 1033},3.0,20CHLC07508
10/6/2020,Request for Dismissal,2.0,20CHLC07508
10/6/2020,Request for Entry of Default / Judgment,3.0,20CHLC07508
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07508
4/30/2020,Declaration of Mailing,1.0,20CHLC07508
4/30/2020,Declaration re: Due Diligence,1.0,20CHLC07508
4/30/2020,Proof of Service by Substituted Service,2.0,20CHLC07508
2/20/2020,Complaint,9.0,20CHLC07508
2/20/2020,Summons: on Complaint,1.0,20CHLC07508
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07508
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07508
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07508
8/24/2023,Writ - Return,2.0,20CHLC07509
12/28/2022,Writ of Execution: (LOS ANGELES),3.0,20CHLC07509
12/20/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,20CHLC07509
5/27/2021,Writ - Return,8.0,20CHLC07509
11/24/2020,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,20CHLC07509
11/24/2020,Writ of Execution: (VENTURA),3.0,20CHLC07509
7/27/2020,Default Judgment,2.0,20CHLC07509
7/24/2020,Declaration re: Attorney's Fees,1.0,20CHLC07509
7/24/2020,Request for Dismissal,2.0,20CHLC07509
7/24/2020,Request for Entry of Default / Judgment,3.0,20CHLC07509
7/24/2020,Declaration : Re: Copies,1.0,20CHLC07509
7/24/2020,Declaration : Re: 1033,4.0,20CHLC07509
7/24/2020,Declaration : Re: 1788,14.0,20CHLC07509
3/13/2020,Proof of Personal Service,2.0,20CHLC07509
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07509
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07509
2/20/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC07509
2/20/2020,Complaint,11.0,20CHLC07509
2/20/2020,Summons: on Complaint,1.0,20CHLC07509
2/20/2020,Declaration : Declaration of Venue,1.0,20CHLC07509
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07509
4/1/2022,Request for Dismissal,3.0,20CHLC07510
8/21/2020,Notice of Settlement,2.0,20CHLC07510
8/21/2020,Order to Show Cause re: Dismissal (Settlement),2.0,20CHLC07510
3/2/2020,Proof of Service by Substituted Service,4.0,20CHLC07510
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07510
2/19/2020,Complaint,4.0,20CHLC07510
2/19/2020,Summons: on Complaint,1.0,20CHLC07510
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07510
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07510
3/2/2023,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC07511
12/7/2022,Default Judgment: Default Judgment,2.0,20CHLC07511
12/1/2022,Statement of the Case,8.0,20CHLC07511
12/1/2022,Request for Dismissal,2.0,20CHLC07511
12/1/2022,Request for Entry of Default / Judgment,2.0,20CHLC07511
12/1/2022,Declaration : DECLARATION 1033,7.0,20CHLC07511
9/22/2022,Proof of Service by Substituted Service,5.0,20CHLC07511
9/12/2022,Declaration : of Non-Service,1.0,20CHLC07511
7/25/2022,Proof of Service by Substituted Service,5.0,20CHLC07511
7/18/2022,Declaration : of Non-Service,1.0,20CHLC07511
6/28/2022,Amended Complaint: (1st),13.0,20CHLC07511
6/28/2022,Civil Case Cover Sheet,6.0,20CHLC07511
6/28/2022,Summons: First Amended Summons,1.0,20CHLC07511
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07511
4/13/2020,Proof of Service - No Service,1.0,20CHLC07511
2/28/2020,Proof of Service - No Service,1.0,20CHLC07511
2/19/2020,Summons: on Complaint,1.0,20CHLC07511
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07511
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07511
2/19/2020,Complaint,13.0,20CHLC07511
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07511
7/10/2023,Acknowledgment of Satisfaction of Judgment,2.0,20CHLC07512
3/16/2021,Request for Entry of Default / Judgment,2.0,20CHLC07512
3/16/2021,Request for Dismissal,2.0,20CHLC07512
3/16/2021,Supplemental Declaration : re ccp 1033,7.0,20CHLC07512
3/16/2021,Statement of the Case,5.0,20CHLC07512
3/16/2021,Default Judgment,2.0,20CHLC07512
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07512
3/2/2020,Proof of Personal Service,2.0,20CHLC07512
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07512
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07512
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07512
2/19/2020,Summons: on Complaint,1.0,20CHLC07512
2/19/2020,Complaint,4.0,20CHLC07512
1/27/2022,Request for Dismissal,3.0,20CHLC07513
12/2/2020,Proof of Service - No Service,1.0,20CHLC07513
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07513
3/16/2020,Proof of Service - No Service,1.0,20CHLC07513
2/19/2020,Complaint,4.0,20CHLC07513
2/19/2020,Summons: on Complaint,1.0,20CHLC07513
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07513
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07513
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07513
11/8/2021,Default Judgment,2,20CHLC07514
10/20/2021,Declaration : RE: INTEREST,8,20CHLC07514
10/20/2021,Declaration : Re: 1033 CCP,2,20CHLC07514
10/20/2021,Request for Entry of Default / Judgment,2,20CHLC07514
10/20/2021,Notice of Rejection Default/Clerk's Judgment,2,20CHLC07514
7/6/2021,Declaration : Re Code Of Civil Procedure 1033 Ccp,2,20CHLC07514
7/6/2021,Declaration : of Dustin Wells Re Interest,5,20CHLC07514
7/6/2021,Request for Entry of Default / Judgment,2,20CHLC07514
7/6/2021,Request for Dismissal,2,20CHLC07514
6/22/2021,Proof of Service by Substituted Service,3,20CHLC07514
3/24/2021,Amendment to Complaint (Fictitious/Incorrect Name),1,20CHLC07514
3/1/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1,20CHLC07514
1/21/2021,Proof of Personal Service,2,20CHLC07514
2/24/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,20CHLC07514
2/24/2020,Complaint,4,20CHLC07514
2/24/2020,Civil Case Cover Sheet,6,20CHLC07514
2/24/2020,Notice of Case Assignment - Limited Civil Case,1,20CHLC07514
2/24/2020,Summons: on Complaint,1,20CHLC07514
,Default Judgment,5,20CHLC07514
,Notice of Rejection of Electronic Filing,Currently Unavailable,20CHLC07514
4/21/2022,Request for Dismissal,2.0,20CHLC07515
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07515
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07515
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07515
2/19/2020,Declaration : of Venue,1.0,20CHLC07515
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07515
2/19/2020,Summons: on Complaint,1.0,20CHLC07515
2/19/2020,Complaint,15.0,20CHLC07515
8/27/2020,Request for Dismissal,2.0,20CHLC07516
7/14/2020,Proof of Service - No Service,1.0,20CHLC07516
3/27/2020,Proof of Service - No Service,2.0,20CHLC07516
2/19/2020,Complaint,13.0,20CHLC07516
2/19/2020,Summons: on Complaint,1.0,20CHLC07516
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07516
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07516
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07516
8/25/2023,Request for Dismissal,2.0,20CHLC07517
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07517
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07517
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07517
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07517
2/20/2020,Summons: on Complaint,1.0,20CHLC07517
2/20/2020,Complaint,10.0,20CHLC07517
7/13/2021,Request for Dismissal,3.0,20CHLC07518
6/14/2021,Proof of Service - No Service,1.0,20CHLC07518
6/8/2021,Proof of Service - No Service,1.0,20CHLC07518
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07518
3/9/2020,Proof of Service - No Service,1.0,20CHLC07518
3/5/2020,Proof of Service - No Service,1.0,20CHLC07518
2/19/2020,Summons: on Complaint,1.0,20CHLC07518
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07518
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07518
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07518
2/19/2020,Complaint,4.0,20CHLC07518
11/19/2020,Declaration re: Attorney's Fees,5.0,20CHLC07519
11/17/2020,Request for Entry of Default / Judgment,2.0,20CHLC07519
11/17/2020,Declaration : in Support of Application for Entry of Default Judgment (CCP 585),17.0,20CHLC07519
11/17/2020,Judgment: .,2.0,20CHLC07519
11/17/2020,Affidavit : RE: Non-Military Status,5.0,20CHLC07519
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07519
8/25/2020,Request for Entry of Default / Judgment,2.0,20CHLC07519
4/23/2020,Proof of Service by Substituted Service,3.0,20CHLC07519
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07519
2/20/2020,Complaint,15.0,20CHLC07519
2/20/2020,Summons: on Complaint,1.0,20CHLC07519
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07519
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07519
8/4/2020,Request for Dismissal,2.0,20CHLC07520
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07520
2/20/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC07520
2/20/2020,Complaint,23.0,20CHLC07520
2/20/2020,Summons: on Complaint,1.0,20CHLC07520
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07520
2/20/2020,Declaration : of Venue,1.0,20CHLC07520
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07520
3/18/2020,Request for Dismissal,3.0,20CHLC07521
2/28/2020,Proof of Personal Service,2.0,20CHLC07521
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07521
2/19/2020,Complaint,4.0,20CHLC07521
2/19/2020,Summons: on Complaint,1.0,20CHLC07521
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07521
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07521
8/25/2023,Request for Dismissal,2.0,20CHLC07522
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07522
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07522
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07522
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07522
2/20/2020,Summons: on Complaint,1.0,20CHLC07522
2/20/2020,Complaint,11.0,20CHLC07522
9/13/2022,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC07523
5/24/2021,Declaration : Re: C.C.P. 1033,7.0,20CHLC07523
5/24/2021,Statement of the Case,5.0,20CHLC07523
5/24/2021,Request for Dismissal,2.0,20CHLC07523
5/24/2021,Request for Entry of Default / Judgment,2.0,20CHLC07523
5/24/2021,Default Judgment,2.0,20CHLC07523
2/16/2021,Proof of Personal Service,2.0,20CHLC07523
12/9/2020,Proof of Service - No Service,3.0,20CHLC07523
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07523
3/3/2020,Proof of Service - No Service,1.0,20CHLC07523
3/2/2020,Proof of Service - No Service,1.0,20CHLC07523
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07523
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07523
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07523
2/19/2020,Complaint,4.0,20CHLC07523
2/19/2020,Summons: on Complaint,1.0,20CHLC07523
9/7/2021,Writ of Execution: (LOS ANGELES),3.0,20CHLC07524
8/24/2021,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,20CHLC07524
11/18/2020,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC07524
10/28/2020,Order : ALLOWING USE OF COPIES OR IMAGES,1.0,20CHLC07524
10/28/2020,Default Judgment,2.0,20CHLC07524
10/27/2020,Request for Dismissal,2.0,20CHLC07524
10/27/2020,Request for Entry of Default / Judgment,2.0,20CHLC07524
10/27/2020,Declaration Pursuant to 585 CCP in Support of Default Judgment,32.0,20CHLC07524
10/27/2020,Declaration : FOR USE OF IMAGED DOCUMENTS,1.0,20CHLC07524
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07524
8/7/2020,Proof of Service by Mail: NOTICE AND ACKNOWLEDGMENT OF RECEIPT,3.0,20CHLC07524
8/7/2020,Proof of Service by Mail: NOTICE AND ACKNOWLEDGMENT OF RECEIPT,3.0,20CHLC07524
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07524
2/20/2020,Summons: on Complaint,1.0,20CHLC07524
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07524
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07524
2/20/2020,Complaint,10.0,20CHLC07524
8/5/2020,Request for Dismissal,2.0,20CHLC07525
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07525
2/20/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC07525
2/20/2020,Complaint,16.0,20CHLC07525
2/20/2020,Summons: on Complaint,1.0,20CHLC07525
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07525
2/20/2020,Declaration : Re: Venue,1.0,20CHLC07525
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07525
9/8/2022,Request for Dismissal,3.0,20CHLC07526
12/16/2020,Proof of Personal Service,2.0,20CHLC07526
12/11/2020,Proof of Service - No Service,1.0,20CHLC07526
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07526
3/9/2020,Proof of Service - No Service,1.0,20CHLC07526
3/2/2020,Proof of Service - No Service,1.0,20CHLC07526
2/19/2020,Complaint,4.0,20CHLC07526
2/19/2020,Summons: on Complaint,1.0,20CHLC07526
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07526
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07526
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07526
8/25/2023,Request for Dismissal,2.0,20CHLC07527
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07527
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07527
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07527
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07527
2/20/2020,Summons: on Complaint,1.0,20CHLC07527
2/20/2020,Complaint,10.0,20CHLC07527
10/7/2020,Judgment: Default Judgment,2.0,20CHLC07528
10/5/2020,Request for Entry of Default / Judgment,3.0,20CHLC07528
10/5/2020,Request for Dismissal,2.0,20CHLC07528
10/5/2020,Declaration : for Reimbursement of Costs {C.C.P. 1033},3.0,20CHLC07528
10/5/2020,Declaration Pursuant to 585 CCP in Support of Default Judgment,18.0,20CHLC07528
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07528
5/1/2020,Proof of Personal Service,2.0,20CHLC07528
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07528
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07528
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07528
2/20/2020,Summons: on Complaint,1.0,20CHLC07528
2/20/2020,Complaint,10.0,20CHLC07528
6/22/2020,Request for Dismissal,3.0,20CHLC07529
3/6/2020,Proof of Service - No Service,1.0,20CHLC07529
3/2/2020,Proof of Service - No Service,1.0,20CHLC07529
2/19/2020,Complaint,12.0,20CHLC07529
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07529
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07529
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07529
2/19/2020,Summons: on Complaint,1.0,20CHLC07529
3/4/2024,Acknowledgment of Satisfaction of Judgment,1.0,20CHLC07530
3/25/2022,Declaration : Waiver of Security Interest,1.0,20CHLC07530
3/25/2022,Declaration : Re: Non Military Status,6.0,20CHLC07530
3/25/2022,Default Judgment,2.0,20CHLC07530
3/25/2022,Declaration : Re: Waiver of Interest,1.0,20CHLC07530
3/25/2022,Declaration : Re: CCP 1033,2.0,20CHLC07530
3/25/2022,Declaration re: Attorney's Fees,1.0,20CHLC07530
3/25/2022,Request for Entry of Default / Judgment,2.0,20CHLC07530
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07530
3/17/2020,Proof of Personal Service,2.0,20CHLC07530
2/19/2020,Complaint,15.0,20CHLC07530
2/19/2020,Summons: on Complaint,1.0,20CHLC07530
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07530
2/19/2020,Declaration : Declaration of Venue,1.0,20CHLC07530
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07530
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07530
4/27/2020,Request for Dismissal,2.0,20CHLC07531
3/30/2020,Proof of Service - No Service,1.0,20CHLC07531
3/9/2020,Proof of Service - No Service,1.0,20CHLC07531
2/19/2020,Complaint,8.0,20CHLC07531
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07531
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07531
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07531
2/19/2020,Summons: on Complaint,1.0,20CHLC07531
,Request for Dismissal,2.0,20CHLC07531
8/25/2023,Request for Dismissal,2.0,20CHLC07532
9/24/2020,Notice Re: Continuance of Hearing and Order,2.0,20CHLC07532
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07532
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07532
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07532
2/20/2020,Summons: on Complaint,1.0,20CHLC07532
2/20/2020,Complaint,9.0,20CHLC07532
7/27/2020,Default Judgment,2.0,20CHLC07533
7/24/2020,Declaration : Re: 1788,14.0,20CHLC07533
7/24/2020,Declaration : Re: Copies,1.0,20CHLC07533
7/24/2020,Declaration : Re: 1033,4.0,20CHLC07533
7/24/2020,Declaration re: Attorney's Fees,1.0,20CHLC07533
7/24/2020,Request for Dismissal,2.0,20CHLC07533
7/24/2020,Request for Entry of Default / Judgment,3.0,20CHLC07533
3/3/2020,Proof of Personal Service,2.0,20CHLC07533
2/20/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC07533
2/20/2020,Complaint,11.0,20CHLC07533
2/20/2020,Summons: on Complaint,1.0,20CHLC07533
2/20/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07533
2/20/2020,Declaration : of Venue,1.0,20CHLC07533
2/20/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07533
2/20/2020,Civil Case Cover Sheet,6.0,20CHLC07533
8/4/2020,Request for Dismissal,2.0,20CHLC07534
2/19/2020,Civil Case Cover Sheet,6.0,20CHLC07534
2/19/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC07534
2/19/2020,Complaint,9.0,20CHLC07534
2/19/2020,Summons: on Complaint,1.0,20CHLC07534
2/19/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC07534
2/19/2020,Declaration : Declaration of Venue,1.0,20CHLC07534
2/19/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC07534
