Filed,Document,Total Pages,case_number
6/8/2021,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,20CHLC22152
6/8/2021,Writ of Execution: (SACRAMENTO),3.0,20CHLC22152
2/2/2021,Default Judgment,2.0,20CHLC22152
1/28/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,19.0,20CHLC22152
1/28/2021,Request for Entry of Default / Judgment,3.0,20CHLC22152
1/28/2021,Request for Dismissal,2.0,20CHLC22152
1/28/2021,Declaration : PURSUANT TO CCP 1033,13.0,20CHLC22152
10/15/2020,Proof of Personal Service,2.0,20CHLC22152
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22152
9/30/2020,Summons: on Complaint,1.0,20CHLC22152
9/30/2020,Complaint,19.0,20CHLC22152
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22152
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22152
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22152
1/10/2023,Certificate of Mailing for: (Order to Show Cause Re: Failure to File Proof of Service and ...) of 01/10/2023,1.0,20CHLC22153
1/10/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22153
9/30/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22153
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22153
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22153
9/30/2020,Summons: on Complaint,1.0,20CHLC22153
9/30/2020,Complaint,4.0,20CHLC22153
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22153
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22153
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22154
11/17/2020,Proof of Service - No Service,1.0,20CHLC22154
11/4/2020,Proof of Service - No Service,1.0,20CHLC22154
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22154
9/30/2020,Summons: on Complaint,1.0,20CHLC22154
9/30/2020,Complaint,42.0,20CHLC22154
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22154
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22154
6/14/2022,Certificate of Mailing for: (Order to Show Cause Re: Dismissal (Settlement)) of 06/14/2022,1.0,20CHLC22155
6/14/2022,Minute Order: (Order to Show Cause Re: Dismissal (Settlement)),1.0,20CHLC22155
11/9/2021,Order to Show Cause re: Dismissal (Settlement),2.0,20CHLC22155
11/8/2021,Notice of Settlement,2.0,20CHLC22155
10/25/2021,Memorandum of Points & Authorities,2.0,20CHLC22155
10/25/2021,Notice : of Non-Appearance,1.0,20CHLC22155
10/25/2021,Motion to Set Aside/Vacate Judgment,2.0,20CHLC22155
10/25/2021,Proof of Service by Mail,3.0,20CHLC22155
10/25/2021,Declaration : in Support of Motion to Vacate,2.0,20CHLC22155
10/8/2021,Default Judgment,2.0,20CHLC22155
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22155
10/4/2021,Declaration of Costs - CCP 1033,10.0,20CHLC22155
10/4/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,31.0,20CHLC22155
10/4/2021,Request for Entry of Default / Judgment: DEFAULT JUDGMENT,3.0,20CHLC22155
10/4/2021,Request for Dismissal,2.0,20CHLC22155
10/19/2020,Proof of Personal Service,2.0,20CHLC22155
10/13/2020,Proof of Service - No Service,1.0,20CHLC22155
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22155
9/30/2020,Summons: on Complaint,1.0,20CHLC22155
9/30/2020,Complaint,33.0,20CHLC22155
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22155
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22155
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22155
,Order : Granting Motion to Vacate,1.0,20CHLC22155
8/12/2021,Request for Dismissal,2.0,20CHLC22156
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22156
9/30/2020,Summons: on Complaint,1.0,20CHLC22156
9/30/2020,Complaint,4.0,20CHLC22156
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22156
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22156
7/13/2022,Declaration : of Non-Service,1.0,20CHLC22157
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22157
10/7/2020,Proof of Service - No Service,1.0,20CHLC22157
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22157
9/30/2020,Summons: on Complaint,1.0,20CHLC22157
9/30/2020,Complaint,20.0,20CHLC22157
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22157
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22157
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22157
11/15/2021,Default Judgment,2.0,20CHLC22158
11/12/2021,Request for Entry of Default / Judgment,3.0,20CHLC22158
11/1/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,36.0,20CHLC22158
11/1/2021,Request for Entry of Default / Judgment,3.0,20CHLC22158
11/1/2021,Declaration : Re: Compliance with C.C.P. Section 1033,3.0,20CHLC22158
11/1/2021,Declaration : of Non-Military Service,3.0,20CHLC22158
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22158
6/2/2021,Proof of Service by Substituted Service,5.0,20CHLC22158
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22158
9/30/2020,Summons: on Complaint,1.0,20CHLC22158
9/30/2020,Complaint,4.0,20CHLC22158
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22158
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22158
8/16/2021,Request for Dismissal,2.0,20CHLC22159
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22159
9/30/2020,Summons: on Complaint,1.0,20CHLC22159
9/30/2020,Complaint,5.0,20CHLC22159
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22159
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22159
8/23/2021,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC22160
6/23/2021,Default Judgment,2.0,20CHLC22160
6/18/2021,Request for Entry of Default / Judgment,3.0,20CHLC22160
6/18/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,20CHLC22160
6/18/2021,Notice of Change of Address or Other Contact Information,2.0,20CHLC22160
6/18/2021,Declaration : in Support of Application for Entry of Default Judgment Pursuant to CIV. Code Sec 1788.60(b),26.0,20CHLC22160
10/9/2020,Proof of Service by Substituted Service,4.0,20CHLC22160
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22160
9/30/2020,Summons: on Complaint,1.0,20CHLC22160
9/30/2020,Complaint,16.0,20CHLC22160
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC22160
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22160
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22160
3/24/2021,Request for Dismissal,3.0,20CHLC22161
1/8/2021,Proof of Service - No Service,1.0,20CHLC22161
11/17/2020,Proof of Service - No Service,1.0,20CHLC22161
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22161
9/30/2020,Summons: on Complaint,1.0,20CHLC22161
9/30/2020,Complaint,27.0,20CHLC22161
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22161
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22161
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22161
6/16/2023,Request for Dismissal,3.0,20CHLC22162
9/21/2021,Order to Show Cause re: Dismissal (Settlement),2.0,20CHLC22162
9/20/2021,Notice of Settlement,2.0,20CHLC22162
11/2/2020,Proof of Service by Substituted Service,4.0,20CHLC22162
10/1/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22162
10/1/2020,Summons: on Complaint,1.0,20CHLC22162
10/1/2020,Complaint,3.0,20CHLC22162
10/1/2020,Civil Case Cover Sheet,6.0,20CHLC22162
10/1/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22162
10/17/2023,Writ - Return,Currently Unavailable,20CHLC22163
4/12/2023,Writ of Execution: (LOS ANGELES ),3,20CHLC22163
1/18/2022,Writ - Return,2,20CHLC22163
7/2/2021,Writ of Execution: (LOS ANGELES),3,20CHLC22163
4/26/2021,Abstract of Judgment - Civil and Small Claims,2,20CHLC22163
4/8/2021,Default Judgment,2,20CHLC22163
4/6/2021,Request for Entry of Default / Judgment,3,20CHLC22163
4/6/2021,"Declaration of Interest, Costs and Attorney Fees",3,20CHLC22163
4/6/2021,Notice of Change of Address or Other Contact Information,2,20CHLC22163
4/6/2021,Declaration : in Support of Application for Entry of Default Judgment Pursuant to CIV. Code Sec 1788.60(b),18,20CHLC22163
10/14/2020,Proof of Personal Service,2,20CHLC22163
9/30/2020,Notice of Case Assignment - Limited Civil Case,1,20CHLC22163
9/30/2020,Summons: on Complaint,1,20CHLC22163
9/30/2020,Complaint,13,20CHLC22163
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2,20CHLC22163
9/30/2020,Civil Case Cover Sheet,6,20CHLC22163
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,20CHLC22163
6/10/2022,Default Judgment,2.0,20CHLC22164
6/8/2022,Declaration of Costs - CCP 1033,8.0,20CHLC22164
6/8/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,18.0,20CHLC22164
6/8/2022,Request for Entry of Default / Judgment,3.0,20CHLC22164
6/8/2022,Request for Dismissal,2.0,20CHLC22164
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22164
10/19/2020,Proof of Personal Service,2.0,20CHLC22164
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22164
9/30/2020,Summons: on Complaint,1.0,20CHLC22164
9/30/2020,Complaint,18.0,20CHLC22164
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22164
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22164
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22164
10/2/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22166
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22166
4/27/2021,Proof of Service by Substituted Service,5.0,20CHLC22166
4/27/2021,Proof of Personal Service,4.0,20CHLC22166
4/26/2021,Proof of Service by Substituted Service,5.0,20CHLC22166
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22166
9/30/2020,Summons: on Complaint,1.0,20CHLC22166
9/30/2020,Complaint,5.0,20CHLC22166
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22166
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22166
1/23/2023,Request for Dismissal,2.0,20CHLC22167
1/10/2023,Certificate of Mailing for: (Order to Show Cause Re: Failure to File Proof of Service and ...) of 01/10/2023,1.0,20CHLC22167
1/10/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22167
9/30/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22167
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22167
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22167
9/30/2020,Summons: on Complaint,1.0,20CHLC22167
9/30/2020,Complaint,5.0,20CHLC22167
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22167
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22167
1/28/2021,Request for Dismissal,2.0,20CHLC22168
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22168
9/30/2020,Summons: on Complaint,1.0,20CHLC22168
9/30/2020,Complaint,13.0,20CHLC22168
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC22168
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22168
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22168
8/2/2021,Request for Dismissal,3.0,20CHLC22169
4/8/2021,Proof of Service - No Service,1.0,20CHLC22169
11/12/2020,Proof of Service - No Service,1.0,20CHLC22169
10/1/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22169
10/1/2020,Summons: on Complaint,1.0,20CHLC22169
10/1/2020,Complaint,3.0,20CHLC22169
10/1/2020,Civil Case Cover Sheet,6.0,20CHLC22169
10/1/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22169
4/26/2021,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC22170
4/8/2021,Default Judgment,2.0,20CHLC22170
4/6/2021,Request for Entry of Default / Judgment,3.0,20CHLC22170
4/6/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,20CHLC22170
4/6/2021,Notice of Change of Address or Other Contact Information,2.0,20CHLC22170
4/6/2021,Declaration : in Support of Application for Entry of Default Judgment Pursuant to CIV. Code Sec 1788.60(b),18.0,20CHLC22170
10/14/2020,Proof of Service by Substituted Service,4.0,20CHLC22170
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22170
9/30/2020,Summons: on Complaint,1.0,20CHLC22170
9/30/2020,Complaint,11.0,20CHLC22170
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC22170
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22170
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22170
8/2/2021,Request for Dismissal,3.0,20CHLC22171
4/13/2021,Proof of Service - No Service,1.0,20CHLC22171
12/11/2020,Proof of Service - No Service,2.0,20CHLC22171
11/13/2020,Proof of Service - No Service,1.0,20CHLC22171
10/1/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22171
10/1/2020,Summons: on Complaint,1.0,20CHLC22171
10/1/2020,Complaint,3.0,20CHLC22171
10/1/2020,Civil Case Cover Sheet,6.0,20CHLC22171
10/1/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22171
4/26/2021,Abstract of Judgment - Civil and Small Claims,2.0,20CHLC22172
4/9/2021,Default Judgment,2.0,20CHLC22172
4/6/2021,Request for Entry of Default / Judgment,3.0,20CHLC22172
4/6/2021,"Declaration of Interest, Costs and Attorney Fees",3.0,20CHLC22172
4/6/2021,Notice of Change of Address or Other Contact Information,2.0,20CHLC22172
4/6/2021,Declaration : in Support of Application for Entry of Default Judgment Pursuant to CIV. Code Sec 1788.60(b),19.0,20CHLC22172
10/16/2020,Proof of Service by Substituted Service,4.0,20CHLC22172
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22172
9/30/2020,Summons: on Complaint,1.0,20CHLC22172
9/30/2020,Complaint,11.0,20CHLC22172
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,20CHLC22172
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22172
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22172
6/10/2022,Default Judgment,2.0,20CHLC22173
6/8/2022,Declaration of Costs - CCP 1033,8.0,20CHLC22173
6/8/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,19.0,20CHLC22173
6/8/2022,Request for Entry of Default / Judgment,3.0,20CHLC22173
6/8/2022,Request for Dismissal,2.0,20CHLC22173
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22173
11/4/2020,Proof of Service by Substituted Service,4.0,20CHLC22173
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22173
9/30/2020,Summons: on Complaint,1.0,20CHLC22173
9/30/2020,Complaint,18.0,20CHLC22173
9/30/2020,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,20CHLC22173
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22173
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22173
2/19/2021,Request for Dismissal,3.0,20CHLC22174
11/6/2020,Proof of Service - No Service,1.0,20CHLC22174
10/1/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22174
10/1/2020,Summons: on Complaint,1.0,20CHLC22174
10/1/2020,Complaint,3.0,20CHLC22174
10/1/2020,Civil Case Cover Sheet,6.0,20CHLC22174
10/1/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22174
10/4/2021,Request for Dismissal,3,20CHLC22175
9/24/2021,Memorandum of Costs (Summary),2,20CHLC22175
9/24/2021,Witness List: an d Evidence List,70,20CHLC22175
9/24/2021,Trial Brief,5,20CHLC22175
9/24/2021,Declaration : of Non Military Service,4,20CHLC22175
9/21/2021,Notice : of Trial,2,20CHLC22175
9/21/2021,Notice : Requesting and Requiring Parties to Attend Trial,3,20CHLC22175
8/19/2021,Memorandum of Points & Authorities,5,20CHLC22175
8/19/2021,Notice of Motion,3,20CHLC22175
8/19/2021,Declaration : of Plaintiff's Counsel ISO Motion to Deem Admitted,7,20CHLC22175
11/24/2020,Answer,10,20CHLC22175
11/24/2020,Notice of Trial,2,20CHLC22175
11/5/2020,Proof of Personal Service,2,20CHLC22175
10/1/2020,Notice of Case Assignment - Limited Civil Case,1,20CHLC22175
10/1/2020,Summons: on Complaint,1,20CHLC22175
10/1/2020,Complaint,3,20CHLC22175
10/1/2020,Civil Case Cover Sheet,6,20CHLC22175
10/1/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2,20CHLC22175
,Notice of Rejection of Electronic Filing,Currently Unavailable,20CHLC22175
,Notice of Rejection of Electronic Filing,Currently Unavailable,20CHLC22175
,Judgment,2,20CHLC22175
,Order : Deeming Requests for Admissions Admitted,3,20CHLC22175
11/29/2023,Writ - Return,8.0,20CHLC22176
5/25/2023,Writ of Execution: (SAN DIEGO),3.0,20CHLC22176
5/24/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,20CHLC22176
1/31/2022,Default Judgment,2.0,20CHLC22176
1/27/2022,Request for Entry of Default / Judgment,3.0,20CHLC22176
1/27/2022,Request for Dismissal,2.0,20CHLC22176
1/27/2022,Declaration : RE: Waiver of Security Interest,1.0,20CHLC22176
1/27/2022,Declaration : Re: 1033 CCP,3.0,20CHLC22176
1/27/2022,Declaration : RE: Waiver of Interest in Excess of 10%,1.0,20CHLC22176
1/27/2022,Declaration : Re: 1788,17.0,20CHLC22176
10/20/2021,Proof of Service by Substituted Service,4.0,20CHLC22176
10/6/2021,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,20CHLC22176
12/4/2020,Proof of Service - No Service,1.0,20CHLC22176
9/30/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22176
9/30/2020,Summons: on Complaint,1.0,20CHLC22176
9/30/2020,Complaint,13.0,20CHLC22176
9/30/2020,Civil Case Cover Sheet,6.0,20CHLC22176
9/30/2020,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,20CHLC22176
9/30/2020,Declaration : of Venue,1.0,20CHLC22176
12/9/2020,Request for Entry of Default / Judgment,2.0,20CHLC22177
12/9/2020,Proof of Personal Service,2.0,20CHLC22177
12/9/2020,Judgment: .,2.0,20CHLC22177
12/9/2020,Declaration : PURSUANT TO CODE OF CIVIL PROCEDURE 1033,3.0,20CHLC22177
12/9/2020,Declaration : OF NON-MILITARY SERVICE,3.0,20CHLC22177
12/9/2020,Declaration : IN SUPPORT OF CALCULATION OF ACCRUED INTEREST,1.0,20CHLC22177
11/2/2020,Proof of Personal Service,2.0,20CHLC22177
10/1/2020,Notice of Case Assignment - Limited Civil Case,1.0,20CHLC22177
10/1/2020,Summons: on Complaint,1.0,20CHLC22177
10/1/2020,Complaint,3.0,20CHLC22177
