Filed,Document,Total Pages,case_number
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31908
,Notice of Rejection of Electronic Filing,1.0,21CHLC31908
,Judgment,2.0,21CHLC31908
9/14/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31909
7/17/2023,Default Judgment,2.0,21CHLC31909
7/11/2023,Request for Entry of Default / Judgment,3.0,21CHLC31909
7/11/2023,Request for Dismissal,2.0,21CHLC31909
7/11/2023,Declaration : 1788,20.0,21CHLC31909
7/11/2023,Declaration : 1033,4.0,21CHLC31909
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31909
8/29/2022,Proof of Personal Service,3.0,21CHLC31909
11/23/2021,Declaration : of Non-Service,1.0,21CHLC31909
11/2/2021,Declaration : of Non-Service,1.0,21CHLC31909
10/25/2021,Declaration : of Non-Service,1.0,21CHLC31909
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31909
9/3/2021,Summons: on Complaint,1.0,21CHLC31909
9/3/2021,Complaint,15.0,21CHLC31909
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31909
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31909
9/7/2022,Request for Dismissal,2.0,21CHLC31910
9/20/2021,Declaration : of Non-Service,1.0,21CHLC31910
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31910
9/3/2021,Summons: on Complaint,1.0,21CHLC31910
9/3/2021,Complaint,16.0,21CHLC31910
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31910
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31910
9/3/2021,Declaration : of Venue,1.0,21CHLC31910
1/20/2022,Default Judgment,2.0,21CHLC31911
1/18/2022,Declaration of Costs - CCP 1033,3.0,21CHLC31911
1/18/2022,Request for Entry of Default / Judgment,2.0,21CHLC31911
1/18/2022,Request for Dismissal,2.0,21CHLC31911
10/12/2021,Proof of Personal Service,2.0,21CHLC31911
9/2/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31911
9/2/2021,Summons: on Complaint,1.0,21CHLC31911
9/2/2021,Complaint,3.0,21CHLC31911
9/2/2021,Civil Case Cover Sheet,6.0,21CHLC31911
9/2/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31911
10/26/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31912
9/28/2022,Default Judgment,2.0,21CHLC31912
9/16/2022,Request for Entry of Default / Judgment,2.0,21CHLC31912
9/16/2022,Request for Dismissal,2.0,21CHLC31912
9/16/2022,Statement of the Case,5.0,21CHLC31912
9/16/2022,Declaration : Re: CCP § 1033,7.0,21CHLC31912
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31912
9/15/2021,Proof of Personal Service,2.0,21CHLC31912
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31912
9/3/2021,Summons: on Complaint,1.0,21CHLC31912
9/3/2021,Complaint,4.0,21CHLC31912
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31912
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31912
5/18/2022,Request for Dismissal,3.0,21CHLC31913
10/12/2021,Declaration : of Non-Service,1.0,21CHLC31913
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31913
9/3/2021,Summons: on Complaint,1.0,21CHLC31913
9/3/2021,Complaint,4.0,21CHLC31913
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31913
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31913
2/22/2023,Request for Dismissal,2.0,21CHLC31914
2/8/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC31914
2/7/2022,Notice of Settlement,2.0,21CHLC31914
10/12/2021,Answer,3.0,21CHLC31914
10/12/2021,Notice of Trial,2.0,21CHLC31914
9/23/2021,Proof of Service by Substituted Service,4.0,21CHLC31914
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31914
9/3/2021,Summons: on Complaint,1.0,21CHLC31914
9/3/2021,Complaint,15.0,21CHLC31914
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC31914
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31914
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31914
9/3/2021,Declaration : of Venue,1.0,21CHLC31914
8/24/2022,Writ - Return,2.0,21CHLC31915
6/28/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC31915
6/28/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC31915
5/10/2022,Judgment: DEFAULT JUDGMENT,2.0,21CHLC31915
5/9/2022,Declaration of Costs - CCP 1033,9.0,21CHLC31915
5/9/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,23.0,21CHLC31915
5/9/2022,Request for Entry of Default / Judgment,3.0,21CHLC31915
2/8/2022,Proof of Service by Substituted Service,5.0,21CHLC31915
12/3/2021,Declaration of Costs - CCP 1033,9.0,21CHLC31915
12/3/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,23.0,21CHLC31915
12/3/2021,Request for Dismissal,2.0,21CHLC31915
12/3/2021,Notice of Rejection Default/Clerk's Judgment,2.0,21CHLC31915
9/17/2021,Proof of Service by Substituted Service,6.0,21CHLC31915
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31915
9/3/2021,Summons: on Complaint,1.0,21CHLC31915
9/3/2021,Complaint,26.0,21CHLC31915
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31915
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31915
,Request for Entry of Default / Judgment,3.0,21CHLC31915
9/27/2023,Writ of Execution: (SACRAMENTO),3.0,21CHLC31916
9/20/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC31916
1/9/2023,Default Judgment,2.0,21CHLC31916
1/3/2023,Request for Entry of Default / Judgment,3.0,21CHLC31916
1/3/2023,Request for Dismissal,2.0,21CHLC31916
1/3/2023,Declaration re: Attorney's Fees,1.0,21CHLC31916
1/3/2023,Declaration : Re: Copies,1.0,21CHLC31916
1/3/2023,Declaration : Re: 1788,47.0,21CHLC31916
1/3/2023,Declaration : Re: 1033,6.0,21CHLC31916
10/11/2022,Notice : of Hearing,2.0,21CHLC31916
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31916
10/12/2021,Proof of Service by Substituted Service,4.0,21CHLC31916
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31916
9/3/2021,Summons: on Complaint,1.0,21CHLC31916
9/3/2021,Complaint,25.0,21CHLC31916
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31916
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31916
9/3/2021,Declaration : Declaration of Venue,1.0,21CHLC31916
1/21/2022,Request for Dismissal,2.0,21CHLC31917
1/12/2022,Order : Proposed,2.0,21CHLC31917
1/12/2022,Minute Order: (Court Order),1.0,21CHLC31917
12/28/2021,Stipulation and Order : to Vacate and Set Aside Default Judgment,3.0,21CHLC31917
11/22/2021,Writ of Execution: (LOS ANGELES),3.0,21CHLC31917
11/19/2021,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC31917
11/16/2021,Default Judgment,2.0,21CHLC31917
11/2/2021,Declaration of Costs - CCP 1033,3.0,21CHLC31917
11/2/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,5.0,21CHLC31917
11/2/2021,Request for Entry of Default / Judgment,2.0,21CHLC31917
11/2/2021,Request for Dismissal,2.0,21CHLC31917
11/2/2021,Declaration : Declaration Re Assignment,2.0,21CHLC31917
11/2/2021,Declaration : Re Interest,2.0,21CHLC31917
9/17/2021,Proof of Service by Substituted Service,2.0,21CHLC31917
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31917
9/3/2021,Summons: on Complaint,1.0,21CHLC31917
9/3/2021,Complaint,3.0,21CHLC31917
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31917
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31917
8/25/2023,Notice of Change of Firm Name,1.0,21CHLC31918
12/29/2021,Default Judgment,2.0,21CHLC31918
12/15/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,35.0,21CHLC31918
12/15/2021,Request for Entry of Default / Judgment,3.0,21CHLC31918
12/15/2021,Request for Dismissal,2.0,21CHLC31918
12/15/2021,Declaration re: Attorney's Fees,1.0,21CHLC31918
12/15/2021,Declaration : Re: 1033 CCP,3.0,21CHLC31918
12/15/2021,Declaration : Re: Non Military Status,4.0,21CHLC31918
9/13/2021,Proof of Personal Service,3.0,21CHLC31918
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31918
9/3/2021,Summons: on Complaint,1.0,21CHLC31918
9/3/2021,Complaint,11.0,21CHLC31918
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31918
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31918
12/27/2021,Request for Dismissal,3.0,21CHLC31919
9/14/2021,Proof of Personal Service,3.0,21CHLC31919
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31919
9/3/2021,Summons: on Complaint,1.0,21CHLC31919
9/3/2021,Complaint,19.0,21CHLC31919
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC31919
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31919
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31919
6/6/2022,Request for Dismissal,3.0,21CHLC31920
9/20/2021,Declaration : of Non-Service,1.0,21CHLC31920
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31920
9/3/2021,Summons: on Complaint,1.0,21CHLC31920
9/3/2021,Complaint,4.0,21CHLC31920
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31920
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31920
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31921
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31921
9/3/2021,Summons: on Complaint,1.0,21CHLC31921
9/3/2021,Complaint,13.0,21CHLC31921
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC31921
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31921
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31921
9/3/2021,Declaration : Declaration of Venue,1.0,21CHLC31921
4/25/2023,Request for Dismissal,2.0,21CHLC31922
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31922
8/15/2022,Declaration : of John P. Kenosian in Support of Continuance of all Future Hearings to Allow Plaintiff Additional Time to Serve,6.0,21CHLC31922
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31922
9/3/2021,Summons: on Complaint,1.0,21CHLC31922
9/3/2021,Complaint,14.0,21CHLC31922
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC31922
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31922
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31922
5/23/2022,Notice of Settlement,2.0,21CHLC31923
5/23/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC31923
10/25/2021,Declaration : of Non-Service,1.0,21CHLC31923
10/4/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31923
9/13/2021,Proof of Personal Service,2.0,21CHLC31923
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31923
9/3/2021,Summons: on Complaint,1.0,21CHLC31923
9/3/2021,Complaint,12.0,21CHLC31923
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31923
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31923
10/26/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31924
9/21/2022,Default Judgment: Default Judgment,2.0,21CHLC31924
9/16/2022,Request for Entry of Default / Judgment,2.0,21CHLC31924
9/16/2022,Request for Dismissal,2.0,21CHLC31924
9/16/2022,Statement of the Case,5.0,21CHLC31924
9/16/2022,Declaration : Declaration 1033,7.0,21CHLC31924
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31924
9/13/2021,Proof of Personal Service,2.0,21CHLC31924
9/13/2021,Declaration : of Non-Service,1.0,21CHLC31924
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31924
9/3/2021,Summons: on Complaint,1.0,21CHLC31924
9/3/2021,Complaint,4.0,21CHLC31924
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31924
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31924
11/18/2021,Default Judgment,2.0,21CHLC31925
11/16/2021,Request for Entry of Default / Judgment,3.0,21CHLC31925
11/16/2021,Request for Dismissal,2.0,21CHLC31925
11/16/2021,Declaration re: Attorney's Fees,1.0,21CHLC31925
11/16/2021,Declaration : Re: Copies in Lieu of Originals,1.0,21CHLC31925
11/16/2021,Declaration : Re: 1788,22.0,21CHLC31925
9/20/2021,Proof of Personal Service,2.0,21CHLC31925
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31925
9/3/2021,Summons: on Complaint,1.0,21CHLC31925
9/3/2021,Complaint,15.0,21CHLC31925
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31925
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31925
9/3/2021,Declaration : of Venue,1.0,21CHLC31925
11/24/2021,Default Judgment,2.0,21CHLC31926
11/19/2021,Request for Entry of Default / Judgment,3.0,21CHLC31926
11/19/2021,Declaration : IN SUPPORT OF ENTRY OF DEFAULT JUDGMENT (CCP 585 DEC),19.0,21CHLC31926
11/19/2021,Declaration : RE: COMPLIANCE WITH CCP 1033 2) Waiver of Attorney Fees),5.0,21CHLC31926
9/27/2021,Proof of Personal Service,2.0,21CHLC31926
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31926
9/3/2021,Summons: on Complaint,1.0,21CHLC31926
9/3/2021,Complaint,8.0,21CHLC31926
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC31926
9/3/2021,Civil Case Cover Sheet,7.0,21CHLC31926
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31926
12/7/2021,Request for Dismissal,2.0,21CHLC31927
10/12/2021,Proof of Service by Substituted Service,3.0,21CHLC31927
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31927
9/3/2021,Summons: on Complaint,1.0,21CHLC31927
9/3/2021,Complaint,12.0,21CHLC31927
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31927
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31927
9/3/2021,Declaration : Declaration of Venue,1.0,21CHLC31927
,Request for Dismissal,2.0,21CHLC31927
9/16/2022,Default Judgment: Default Judgment,2.0,21CHLC31928
9/9/2022,Request for Entry of Default / Judgment,3.0,21CHLC31928
9/9/2022,Request for Dismissal,2.0,21CHLC31928
9/9/2022,Declaration re: Attorney's Fees,1.0,21CHLC31928
9/9/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31928
9/9/2022,Declaration : Re: 1033,4.0,21CHLC31928
9/9/2022,Declaration : Re: 1788,21.0,21CHLC31928
9/9/2022,Declaration : Re: Copies,1.0,21CHLC31928
9/8/2022,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC31928
9/7/2022,Request for Entry of Default / Judgment,3.0,21CHLC31928
9/7/2022,Request for Dismissal,2.0,21CHLC31928
9/7/2022,Declaration re: Attorney's Fees,1.0,21CHLC31928
9/7/2022,Declaration : Re: CCP § 1033,4.0,21CHLC31928
9/7/2022,Declaration : Re: imaged documents in Lieu of Originals,1.0,21CHLC31928
9/7/2022,Declaration : in Support for Entry of Default Judgment Pursuant to Civil Code §1788.60,21.0,21CHLC31928
9/16/2021,Proof of Personal Service,3.0,21CHLC31928
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31928
9/3/2021,Summons: on Complaint,1.0,21CHLC31928
9/3/2021,Complaint,13.0,21CHLC31928
9/3/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC31928
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31928
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31928
9/3/2021,Declaration : Declaration of Venue,1.0,21CHLC31928
,Default Judgment,2.0,21CHLC31928
,Notice of Rejection of Electronic Filing,1.0,21CHLC31928
11/14/2022,Proof of Service by Mail,1.0,21CHLC31929
11/14/2022,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC31929
5/26/2022,Default Judgment,2.0,21CHLC31929
5/26/2022,Request for Entry of Default / Judgment,2.0,21CHLC31929
5/26/2022,Statement of the Case,1.0,21CHLC31929
5/26/2022,Declaration : CCP 1033,4.0,21CHLC31929
5/26/2022,Declaration : Re Non Active Military Status,5.0,21CHLC31929
5/3/2022,Proof of Personal Service,3.0,21CHLC31929
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31929
9/3/2021,Summons: on Complaint,1.0,21CHLC31929
9/3/2021,Complaint,3.0,21CHLC31929
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31929
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31929
4/27/2023,Request for Dismissal,2.0,21CHLC31930
5/23/2022,Notice of Settlement,2.0,21CHLC31930
5/23/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC31930
9/13/2021,Proof of Personal Service,2.0,21CHLC31930
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31930
9/3/2021,Summons: on Complaint,1.0,21CHLC31930
9/3/2021,Complaint,11.0,21CHLC31930
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31930
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31930
2/10/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31931
11/9/2021,Order : ACCEPTING IMAGED DOCUMENTS IN LIEU OF ORIGINALS UNDER EVIDENCE CODE 1553,1.0,21CHLC31931
11/4/2021,Judgment: Default Judgment,2.0,21CHLC31931
11/1/2021,Declaration of Costs - CCP 1033,4.0,21CHLC31931
11/1/2021,Declaration Pursuant to 585 CCP in Support of Default Judgment,22.0,21CHLC31931
11/1/2021,Request for Entry of Default / Judgment,2.0,21CHLC31931
11/1/2021,Declaration re: Attorney's Fees,1.0,21CHLC31931
11/1/2021,Summary of the Case,1.0,21CHLC31931
11/1/2021,Declaration : RE: AFFIDAVIT OF MILITARY STATUS,7.0,21CHLC31931
9/15/2021,Proof of Personal Service,2.0,21CHLC31931
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31931
9/3/2021,Summons: on Complaint,1.0,21CHLC31931
9/3/2021,Complaint,14.0,21CHLC31931
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31931
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31931
9/3/2021,Declaration : OF VENUE,1.0,21CHLC31931
8/3/2022,Request for Dismissal,3.0,21CHLC31932
10/25/2021,Declaration : of Non-Service,1.0,21CHLC31932
10/19/2021,Declaration : of Non-Service,1.0,21CHLC31932
10/15/2021,Declaration : of Non-Service,1.0,21CHLC31932
9/14/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31932
9/13/2021,Declaration : Declaration of Non-Service,1.0,21CHLC31932
9/3/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC31932
9/3/2021,Summons: on Complaint,1.0,21CHLC31932
9/3/2021,Complaint,19.0,21CHLC31932
9/3/2021,Civil Case Cover Sheet,6.0,21CHLC31932
9/3/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC31932
7/17/2024,Proof of Service by Mail: Proof of Service by Mail,2.0,21CHLC31933
7/17/2024,Notice of Ruling: Notice of Ruling,1.0,21CHLC31933
7/9/2024,Order : Order DENYING DEFENDANT'S MOTION TO SET ASIDEVACATE DEFAULT JUDGMENT,1.0,21CHLC31933
7/9/2024,Minute Order: Minute Order (Hearing on Motion to Set Aside/Vacate Default (CCP 473.5)),1.0,21CHLC31933
7/2/2024,Opposition : Opposition TO MOTION TO VACATE DEFAULT JUDGMENT AND DISMISS COMPLAINT,8.0,21CHLC31933
7/2/2024,Declaration : Declaration of service by mail,2.0,21CHLC31933
7/2/2024,Declaration : Declaration IN OPPOSITION TO MOTION,54.0,21CHLC31933
6/21/2024,Proof of Service by Mail: Proof of Service by Mail and fax,2.0,21CHLC31933
2/20/2024,Motion to Vacate : Motion to Vacate Default Judgement and Dismiss the Complaint,15.0,21CHLC31933
2/20/2024,Order on Court Fee Waiver (Superior Court),3.0,21CHLC31933
8/29/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC31933
8/28/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC31933
8/28/2023,Declaration : OF WAIVER OF POST JUDGMENT INTEREST AND COSTS,2.0,21CHLC31933
6/21/2023,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC31933
1/24/2023,Order : Order Accepting Imaged Documents In Lieu of Originals Under Evidence Code 1553,1.0,21CHLC31933
1/12/2023,Default Judgment,2.0,21CHLC31933
1/11/2023,Declaration of Costs - CCP 1033,4.0,21CHLC31933
1/11/2023,Request for Entry of Default / Judgment,2.0,21CHLC31933
1/11/2023,Declaration re: Attorney's Fees,1.0,21CHLC31933
1/11/2023,Summary of the Case,1.0,21CHLC31933
1/11/2023,"Declaration : of Harlan M. Reese, Esq. Regarding Claimed Costs of 2,352.26",11.0,21CHLC31933
1/11/2023,Declaration : In Support of Plaintiff's Motion For Default Judgment,20.0,21CHLC31933
1/11/2023,Declaration : RE: Affidavit of Military Status,7.0,21CHLC31933
1/9/2023,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC31933
12/27/2022,Notice of Appearance,2.0,21CHLC31933
12/27/2022,Request : to continue and declaration of Breanne L. Reese,2.0,21CHLC31933
12/27/2022,Proof of Service by Mail,2.0,21CHLC31933
10/14/2022,Proof of Publication,2.0,21CHLC31933
9/8/2022,Certificate of Mailing for: [Order TO CONTINUE ORDER TO SHOW CAUSE],1.0,21CHLC31933
9/8/2022,Order : TO CONTINUE ORDER TO SHOW CAUSE,1.0,21CHLC31933
8/24/2022,Application for Publication,2.0,21CHLC31933
8/24/2022,Order for Publication,1.0,21CHLC31933
8/24/2022,"Declaration : OF CHRISTOPHER D. ANDERSON, ESQ. IN SUPPORT OF ORDER PERMITTING SERVICE BY PUBLICATION",18.0,21CHLC31933
8/18/2022,Request : TO CONTINUE ORDER TO SHOW CAUSE,2.0,21CHLC31933
8/18/2022,Notice : of remote appearance,2.0,21CHLC31933
8/18/2022,Proof of Service by Mail,2.0,21CHLC31933
6/13/2022,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC31933
6/13/2022,Application for Publication,2.0,21CHLC31933
6/13/2022,Declaration : RE PUBLISHING THE SUMMONS IN THE LOS ANGELES INDEPENDENT,5.0,21CHLC31933
6/13/2022,"Declaration : OF Claudia Gavrilescu, Esq. IN SUPPORT OF ORDER PERMITTING SERVICE BY PUBLICATION",8.0,21CHLC31933
6/10/2022,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC31933
6/9/2022,Application for Publication,2.0,21CHLC31933
6/9/2022,Declaration : Re: Publishing the Summons,5.0,21CHLC31933
6/9/2022,"Declaration : of Claudia Gavrilescu, ESQ. in Support of Application",8.0,21CHLC31933
4/1/2022,Certificate of Mailing for: [Notice of Rejection of Electronic Filing],1.0,21CHLC31933
3/30/2022,Application for Publication,2.0,21CHLC31933
3/30/2022,Declaration : DECLARATION OF CLAUDIA GAVRILESCU,9.0,21CHLC31933
3/30/2022,Declaration : DECLARATION IN SUPPORT,5.0,21CHLC31933
