Filed,Document,Total Pages,case_number
1/21/2022,Declaration : (IN SUPPORT OF ENTRY OF DEFAULT JUDGMENT (CCP 585 DEC),16.0,21CHLC39618
12/6/2021,Proof of Service by Substituted Service,3.0,21CHLC39618
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC39618
11/12/2021,Complaint,13.0,21CHLC39618
11/12/2021,Summons: on Complaint,1.0,21CHLC39618
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39618
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39618
11/12/2021,Civil Case Cover Sheet,7.0,21CHLC39618
4/1/2022,Notice of Stay of Proceedings (Bankruptcy),2.0,21CHLC39619
1/27/2022,Judgment,2.0,21CHLC39619
1/26/2022,Request for Dismissal,2.0,21CHLC39619
1/26/2022,Request for Entry of Default / Judgment,2.0,21CHLC39619
12/15/2021,Proof of Personal Service,2.0,21CHLC39619
11/12/2021,Complaint,3.0,21CHLC39619
11/12/2021,Summons: on Complaint,1.0,21CHLC39619
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39619
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39619
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39619
6/28/2023,Request for Dismissal,3.0,21CHLC39620
6/13/2023,Request for Dismissal,3.0,21CHLC39620
6/9/2023,Minute Order: (Order to Show Cause Re: Dismissal (Settlement)),1.0,21CHLC39620
8/12/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC39620
8/11/2022,Notice of Settlement,2.0,21CHLC39620
11/22/2021,Proof of Personal Service,3.0,21CHLC39620
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39620
11/12/2021,Complaint,18.0,21CHLC39620
11/12/2021,Summons: on Complaint,1.0,21CHLC39620
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39620
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39620
11/12/2021,Civil Case Cover Sheet,7.0,21CHLC39620
6/15/2022,Request for Dismissal,2.0,21CHLC39621
12/23/2021,Declaration : Declaration of Non-Service,1.0,21CHLC39621
11/19/2021,Declaration : of Non-Service,1.0,21CHLC39621
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39621
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39621
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39621
11/12/2021,Summons: on Complaint,1.0,21CHLC39621
11/12/2021,Complaint,7.0,21CHLC39621
4/1/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,19.0,21CHLC39622
4/1/2022,Default Judgment,2.0,21CHLC39622
4/1/2022,Declaration of Costs - CCP 1033,9.0,21CHLC39622
4/1/2022,Request for Dismissal,2.0,21CHLC39622
4/1/2022,Request for Entry of Default / Judgment,3.0,21CHLC39622
1/4/2022,Proof of Personal Service,3.0,21CHLC39622
11/22/2021,Declaration : Declaration of Non-Service,1.0,21CHLC39622
11/18/2021,Declaration : Declaration of Non-Service,1.0,21CHLC39622
11/12/2021,Complaint,21.0,21CHLC39622
11/12/2021,Summons: on Complaint,1.0,21CHLC39622
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39622
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39622
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39622
9/15/2023,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC39623
9/7/2023,Writ - Return,4.0,21CHLC39623
6/23/2023,Writ of Execution: (SACRAMENTO),3.0,21CHLC39623
6/22/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39623
3/16/2022,Default Judgment,2.0,21CHLC39623
3/14/2022,Declaration of Costs - CCP 1033,9.0,21CHLC39623
3/14/2022,Request for Dismissal,2.0,21CHLC39623
3/14/2022,Request for Entry of Default / Judgment,3.0,21CHLC39623
3/14/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,20.0,21CHLC39623
1/4/2022,Proof of Personal Service,3.0,21CHLC39623
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39623
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39623
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39623
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39623
11/12/2021,Complaint,5.0,21CHLC39623
11/12/2021,Summons: on Complaint,1.0,21CHLC39623
12/12/2022,Stipulation and Order : FOR ENTRY OF JUDGMENT PENDING PERFORMANCE PURSUANT TO CODE OF CIVIL PROCEDURE SECTION 664.6,7.0,21CHLC39624
11/18/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC39624
11/4/2022,Exhibit List,2.0,21CHLC39624
11/4/2022,Trial Brief,11.0,21CHLC39624
11/4/2022,Objection : APPENDIX OF AUTHORITIES,17.0,21CHLC39624
11/4/2022,Witness List,2.0,21CHLC39624
10/31/2022,Exhibit List,34.0,21CHLC39624
10/31/2022,Proof of Service by Mail,2.0,21CHLC39624
10/31/2022,Trial Brief,5.0,21CHLC39624
10/31/2022,Memorandum of Costs (Summary),5.0,21CHLC39624
10/31/2022,Witness List,1.0,21CHLC39624
9/19/2022,Minute Order: (Hearing on Motion for Summary Judgment),1.0,21CHLC39624
9/19/2022,Certificate of Mailing for: (Hearing on Motion for Summary Judgment) of 09/19/2022,1.0,21CHLC39624
9/14/2022,Reply : PLAINTIFF REPLY TO OPPOSTION TO MOTION FOR SUMMARY JUDGMENT,10.0,21CHLC39624
8/26/2022,Objection : APPENDIX OF AUTHORITIES IN SUPPORT OF DEFENDANTS OPPOSITION TO PLAINTIFFS MOTION FOR SUMMARY JUDGMENT,17.0,21CHLC39624
8/26/2022,Objection : DEFENDANT AUSTIN CARDOZAS OBJECTIONS TO EVIDENCE SUBMITTED BY PLAINTIFF IN SUPPORT OF PLAINTIFFS MOTION FOR SUMMARY JUDGMENT,12.0,21CHLC39624
8/26/2022,Declaration : OF AUSTIN CARDOZA,2.0,21CHLC39624
8/26/2022,Objection : RULINGS ON DEFENDANT AUSTIN CARDOZAS OBJECTIONS TO EVIDENCE SUBMITTED BY PLAINTIFF IN SUPPORT OF PLAINTIFFS MOTION FOR SUMMARY JUDGMENT,11.0,21CHLC39624
8/26/2022,Separate Statement,6.0,21CHLC39624
8/26/2022,"Opposition : DEFENDANT AUSTIN CARDOZAS OPPOSITION TO PLAINTIFF DISCOVER BANKS MOTION FOR SUMMARY JUDGMENT, MEMORANDUM OF POINTS AND AUTHORITIES IN SUPPORT",13.0,21CHLC39624
6/24/2022,Notice : of Trial,2.0,21CHLC39624
4/4/2022,Proof of Service by Mail,3.0,21CHLC39624
4/4/2022,Motion for Summary Judgment,3.0,21CHLC39624
4/4/2022,Declaration : Plaintiff's Evidence in Support of its Motion for Summary Judgment,42.0,21CHLC39624
4/4/2022,Separate Statement,5.0,21CHLC39624
4/4/2022,Memorandum of Points & Authorities,6.0,21CHLC39624
12/28/2021,Answer,7.0,21CHLC39624
12/28/2021,Notice of Trial,2.0,21CHLC39624
11/23/2021,Proof of Personal Service,3.0,21CHLC39624
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39624
11/12/2021,Summons: on Complaint,1.0,21CHLC39624
11/12/2021,Complaint,28.0,21CHLC39624
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39624
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39624
,Judgment,2.0,21CHLC39624
,Judgment,2.0,21CHLC39624
,Order : Granting Motion for Summary Judgment [Summary Adjudication],2.0,21CHLC39624
,Order : [PROPOSED] ORDER,6.0,21CHLC39624
6/16/2022,Acknowledgment of Satisfaction of Judgment,1.0,21CHLC39625
3/7/2022,Default Judgment: DEFAULT JUDGMENT,2.0,21CHLC39625
3/3/2022,Declaration : Re: Copies,1.0,21CHLC39625
3/3/2022,Request for Entry of Default / Judgment,3.0,21CHLC39625
3/3/2022,Request for Dismissal,2.0,21CHLC39625
3/3/2022,Declaration re: Attorney's Fees,1.0,21CHLC39625
3/3/2022,Declaration : Re: 1788,18.0,21CHLC39625
3/3/2022,Declaration : Re: 1033,4.0,21CHLC39625
12/20/2021,Proof of Personal Service,2.0,21CHLC39625
11/12/2021,Declaration : Declaration of Venue,1.0,21CHLC39625
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC39625
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39625
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39625
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39625
11/12/2021,Summons: on Complaint,1.0,21CHLC39625
11/12/2021,Complaint,15.0,21CHLC39625
1/10/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC39626
1/5/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39626
1/25/2022,Default Judgment,2.0,21CHLC39626
1/21/2022,Declaration of Costs - CCP 1033,8.0,21CHLC39626
1/21/2022,Request for Dismissal,2.0,21CHLC39626
1/21/2022,Request for Entry of Default / Judgment,3.0,21CHLC39626
1/21/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,17.0,21CHLC39626
11/24/2021,Proof of Personal Service,2.0,21CHLC39626
11/12/2021,Complaint,18.0,21CHLC39626
11/12/2021,Summons: on Complaint,1.0,21CHLC39626
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39626
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39626
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39626
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39626
10/19/2022,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC39627
10/18/2022,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC39627
9/9/2022,Writ - Return,5.0,21CHLC39627
5/5/2022,Writ of Execution: (SANTA BARBARA),3.0,21CHLC39627
5/4/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39627
3/16/2022,Default Judgment,2.0,21CHLC39627
3/15/2022,Declaration of Costs - CCP 1033,11.0,21CHLC39627
3/15/2022,Request for Dismissal,2.0,21CHLC39627
3/15/2022,Request for Entry of Default / Judgment,3.0,21CHLC39627
3/15/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,24.0,21CHLC39627
11/23/2021,Proof of Service by Substituted Service,6.0,21CHLC39627
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39627
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39627
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39627
11/12/2021,Complaint,25.0,21CHLC39627
11/12/2021,Summons: on Complaint,1.0,21CHLC39627
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39627
5/18/2022,Request for Dismissal,3.0,21CHLC39628
2/15/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC39628
2/14/2022,Notice of Settlement,2.0,21CHLC39628
12/2/2021,Proof of Service by Substituted Service,4.0,21CHLC39628
11/22/2021,Declaration : of Non-Service,1.0,21CHLC39628
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39628
11/12/2021,Complaint,22.0,21CHLC39628
11/12/2021,Summons: on Complaint,1.0,21CHLC39628
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39628
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39628
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39628
3/1/2022,Request for Entry of Default / Judgment,2.0,21CHLC39629
3/1/2022,Request for Dismissal,2.0,21CHLC39629
3/1/2022,Default Judgment,2.0,21CHLC39629
12/10/2021,Proof of Personal Service,3.0,21CHLC39629
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39629
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39629
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39629
11/12/2021,Summons: on Complaint,1.0,21CHLC39629
11/12/2021,Complaint,8.0,21CHLC39629
1/13/2023,Acknowledgment of Satisfaction of Judgment,2.0,21CHLC39630
8/19/2022,Default Judgment,2.0,21CHLC39630
8/15/2022,Declaration of Costs - CCP 1033,8.0,21CHLC39630
8/15/2022,Request for Dismissal,2.0,21CHLC39630
8/15/2022,Request for Entry of Default / Judgment,3.0,21CHLC39630
8/15/2022,Declaration Pursuant to 585 CCP in Support of Default Judgment,21.0,21CHLC39630
4/19/2022,Proof of Service by Substituted Service,5.0,21CHLC39630
2/10/2022,Declaration : of Non-Service,1.0,21CHLC39630
1/26/2022,Declaration : of Non-Service,2.0,21CHLC39630
12/8/2021,Declaration : Declaration of Non-Service,2.0,21CHLC39630
11/12/2021,Summons: on Complaint,1.0,21CHLC39630
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39630
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39630
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39630
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39630
11/12/2021,Complaint,19.0,21CHLC39630
11/1/2022,Request for Dismissal,3.0,21CHLC39631
11/30/2021,Declaration : of Non-Service,1.0,21CHLC39631
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39631
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39631
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39631
11/12/2021,Summons: on Complaint,1.0,21CHLC39631
11/12/2021,Complaint,22.0,21CHLC39631
10/25/2022,Request for Dismissal,3.0,21CHLC39632
12/6/2021,Declaration : of Non-Service,1.0,21CHLC39632
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39632
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39632
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39632
11/12/2021,Summons: on Complaint,1.0,21CHLC39632
11/12/2021,Complaint,44.0,21CHLC39632
6/15/2022,Request for Dismissal,2.0,21CHLC39633
6/15/2022,Proof of Service by Mail,1.0,21CHLC39633
2/18/2022,Proof of Personal Service,2.0,21CHLC39633
12/15/2021,Notice of Trial,2.0,21CHLC39633
12/15/2021,Proof of Service by Mail,1.0,21CHLC39633
12/15/2021,Answer,2.0,21CHLC39633
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39633
11/12/2021,Complaint,3.0,21CHLC39633
11/12/2021,Summons: on Complaint,1.0,21CHLC39633
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39633
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39633
7/14/2022,Request for Dismissal,2.0,21CHLC39634
11/23/2021,Proof of Service by Substituted Service,6.0,21CHLC39634
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39634
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39634
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39634
11/12/2021,Summons: on Complaint,1.0,21CHLC39634
11/12/2021,Complaint,63.0,21CHLC39634
12/19/2022,Notice : Notice of Hearing,2.0,21CHLC39635
11/22/2022,Notice of Settlement,2.0,21CHLC39635
11/22/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC39635
11/18/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC39635
7/14/2022,Declaration re: Attorney's Fees,1.0,21CHLC39635
7/14/2022,Notice of Rejection Default/Clerk's Judgment,2.0,21CHLC39635
7/14/2022,Request for Dismissal,2.0,21CHLC39635
7/14/2022,Declaration : Re: 1033,4.0,21CHLC39635
7/14/2022,Declaration : Re: Copies,1.0,21CHLC39635
7/14/2022,Declaration : Re: 1788,37.0,21CHLC39635
12/8/2021,Proof of Service by Substituted Service,4.0,21CHLC39635
11/12/2021,Declaration : Declaration of Venue,1.0,21CHLC39635
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39635
11/12/2021,Summons: on Complaint,1.0,21CHLC39635
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39635
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39635
11/12/2021,Complaint,20.0,21CHLC39635
,Default Judgment,2.0,21CHLC39635
,Request for Entry of Default / Judgment,3.0,21CHLC39635
12/19/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC39636
11/16/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC39636
11/10/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39636
3/8/2022,Default Judgment: DEFAULT JUDGMENT,2.0,21CHLC39636
3/4/2022,Request for Entry of Default / Judgment,3.0,21CHLC39636
3/4/2022,Declaration : re: ccp 1788,17.0,21CHLC39636
3/4/2022,Declaration : re: ccp 1033,4.0,21CHLC39636
3/4/2022,Request for Dismissal,2.0,21CHLC39636
11/23/2021,Proof of Service by Substituted Service,4.0,21CHLC39636
11/12/2021,Complaint,13.0,21CHLC39636
11/12/2021,Summons: on Complaint,1.0,21CHLC39636
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39636
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39636
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39636
6/15/2022,Request for Dismissal,3.0,21CHLC39637
12/15/2021,Proof of Service - No Service,2.0,21CHLC39637
12/9/2021,Declaration : Declaration of Non-Service,2.0,21CHLC39637
12/8/2021,Proof of Service by Substituted Service,4.0,21CHLC39637
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39637
11/12/2021,Complaint,16.0,21CHLC39637
11/12/2021,Summons: on Complaint,1.0,21CHLC39637
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39637
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39637
11/12/2021,Civil Case Cover Sheet,7.0,21CHLC39637
10/25/2022,Request for Dismissal,3.0,21CHLC39638
11/24/2021,Declaration : of Non-Service,1.0,21CHLC39638
11/23/2021,Declaration : Declaration of Non-Service,1.0,21CHLC39638
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39638
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),1.0,21CHLC39638
11/12/2021,Complaint,24.0,21CHLC39638
11/12/2021,Summons: on Complaint,1.0,21CHLC39638
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39638
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39638
10/19/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39639
1/27/2023,Writ - Return,2.0,21CHLC39639
4/25/2022,Writ of Execution: (LOS ANGELES),3.0,21CHLC39639
4/22/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39639
2/15/2022,Default Judgment,2.0,21CHLC39639
2/14/2022,Declaration : Re: Copies,1.0,21CHLC39639
2/14/2022,Declaration re: Attorney's Fees,1.0,21CHLC39639
2/14/2022,Request for Dismissal,2.0,21CHLC39639
2/14/2022,Request for Entry of Default / Judgment,3.0,21CHLC39639
2/14/2022,Declaration : Re: 1033,4.0,21CHLC39639
2/14/2022,Declaration : Re: 1788,34.0,21CHLC39639
11/22/2021,Proof of Personal Service,2.0,21CHLC39639
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39639
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39639
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39639
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC39639
11/12/2021,Complaint,24.0,21CHLC39639
11/12/2021,Summons: on Complaint,1.0,21CHLC39639
11/12/2021,Declaration : Declaration of Venue,1.0,21CHLC39639
6/13/2023,Writ of Execution: (LOS ANGELES),3.0,21CHLC39640
6/12/2023,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39640
10/18/2022,Writ of Execution: (SACRAMENTO ),3.0,21CHLC39640
10/10/2022,"Memorandum of Costs After Judgment, Acknowledgment of Credit, and Declaration of Accrued Interest",2.0,21CHLC39640
7/15/2022,Abstract of Judgment - Civil and Small Claims,2.0,21CHLC39640
6/2/2022,Default Judgment,2.0,21CHLC39640
5/19/2022,Declaration : Declaration 1788,17.0,21CHLC39640
5/19/2022,Declaration : CCP 1033,4.0,21CHLC39640
5/19/2022,Request for Dismissal,2.0,21CHLC39640
5/19/2022,Request for Entry of Default / Judgment,3.0,21CHLC39640
12/7/2021,Proof of Service by Substituted Service,3.0,21CHLC39640
11/12/2021,Summons: on Complaint,1.0,21CHLC39640
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39640
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39640
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39640
11/12/2021,Complaint,13.0,21CHLC39640
2/22/2022,Request for Dismissal,3.0,21CHLC39641
11/24/2021,Proof of Personal Service,2.0,21CHLC39641
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39641
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39641
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39641
11/12/2021,Summons: on Complaint,1.0,21CHLC39641
11/12/2021,Complaint,13.0,21CHLC39641
6/18/2024,Request for Dismissal: Request for Dismissal,2.0,21CHLC39642
4/8/2024,Notice of Settlement,2.0,21CHLC39642
12/20/2022,Notice : Notice of Hearing,2.0,21CHLC39642
11/18/2022,Minute Order: (Order to Show Cause Re: Failure to File Proof of Service and ...),1.0,21CHLC39642
1/18/2022,Proof of Personal Service,3.0,21CHLC39642
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39642
11/12/2021,Summons: on Complaint,1.0,21CHLC39642
11/12/2021,Complaint,14.0,21CHLC39642
11/12/2021,Declaration in Support of Bus. & Prof. Code 6322.1(c)(1),2.0,21CHLC39642
11/12/2021,Civil Case Cover Sheet,6.0,21CHLC39642
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39642
11/12/2021,Declaration : Re: Venue,1.0,21CHLC39642
,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC39642
2/14/2024,Request for Dismissal,3.0,21CHLC39643
11/13/2023,Disassociation of Attorney,2.0,21CHLC39643
11/13/2023,Proof of Service by Mail,2.0,21CHLC39643
12/12/2022,Notice of Settlement,2.0,21CHLC39643
12/12/2022,Order to Show Cause re: Dismissal (Settlement),2.0,21CHLC39643
11/18/2022,Minute Order: (Non-Jury Trial),1.0,21CHLC39643
8/30/2022,Proof of Service by Mail,2.0,21CHLC39643
8/30/2022,Declaration : in Lieu of Testimony,24.0,21CHLC39643
1/5/2022,Answer,5.0,21CHLC39643
1/5/2022,Notice of Trial,2.0,21CHLC39643
11/22/2021,Proof of Personal Service,3.0,21CHLC39643
11/12/2021,Summons: on Complaint,1.0,21CHLC39643
11/12/2021,Complaint,18.0,21CHLC39643
11/12/2021,Civil Case Cover Sheet,7.0,21CHLC39643
11/12/2021,Notice of Case Assignment - Limited Civil Case,1.0,21CHLC39643
11/12/2021,"Order to Show Cause Hearing/Trial Date (Cal. Rules of Court, rule 3.740)",2.0,21CHLC39643
,Judgment,2.0,21CHLC39643
10/7/2022,Request for Dismissal,2.0,21CHLC39644
11/12/2021,Complaint,3.0,21CHLC39644
